# time,voltage,current
1627518600000.0,0.21,0.0
1627522200000.0,0.29,0.0
1627525800000.0,0.28,0.0
1627529400000.0,0.59,0.0
1627533000000.0,69.33,0.01
1627536600000.0,293.42,0.31
1627540200000.0,314.96,0.81
1627543800000.0,316.39,1.67
1627547400000.0,306.18,3.78
1627551000000.0,310.71,2.7
1627554600000.0,308.09,2.91
1627558200000.0,311.19,2.14
1627561800000.0,315.2,1.61
1627565400000.0,322.47,2.1
1627569000000.0,314.66,1.14
1627572600000.0,310.84,0.8
1627576200000.0,303.69,0.45
1627579800000.0,304.51,0.53
1627583400000.0,278.88,0.18
1627587000000.0,263.48,0.06
1627590600000.0,159.78,0.0
1627594200000.0,4.02,0.0
1627597800000.0,1.11,0.0
1627601400000.0,0.34,0.0
1627605000000.0,0.31,0.0
1627608600000.0,0.35,0.0
1627612200000.0,0.35,0.0
1627615800000.0,0.53,0.0
1627619400000.0,39.15,0.0
1627623000000.0,255.83,0.21
1627626600000.0,298.22,0.5
1627630200000.0,306.42,0.92
1627633800000.0,312.19,1.58
1627637400000.0,309.91,2.66
1627641000000.0,304.04,4.54
1627644600000.0,304.52,3.67
1627648200000.0,304.54,5.34
1627651800000.0,300.16,4.74
1627655400000.0,310.86,2.97
1627659000000.0,308.5,2.93
1627662600000.0,313.35,2.35
1627666200000.0,311.44,1.63
1627669800000.0,303.61,0.65
1627673400000.0,268.47,0.16
1627677000000.0,176.72,0.03
1627680600000.0,6.3,0.0
1627684200000.0,0.98,0.0
1627687800000.0,0.45,0.0
1627691400000.0,0.44,0.0
1627695000000.0,0.23,0.0
1627698600000.0,0.31,0.0
1627702200000.0,0.47,0.0
1627705800000.0,35.93,0.0
1627709400000.0,198.63,0.03
1627713000000.0,296.57,0.44
1627716600000.0,309.43,0.91
1627720200000.0,310.57,1.62
1627723800000.0,308.64,2.51
1627727400000.0,304.14,3.75
1627731000000.0,298.52,4.57
1627734600000.0,297.72,4.59
1627738200000.0,301.84,3.59
1627741800000.0,313.32,2.25
1627745400000.0,306.04,2.74
1627749000000.0,306.58,2.68
1627752600000.0,309.63,1.27
1627756200000.0,300.63,0.6
1627759800000.0,285.6,0.24
1627763400000.0,206.49,0.04
1627767000000.0,6.6,0.0
1627770600000.0,0.78,0.0
1627774200000.0,0.1,0.0
1627777800000.0,0.3,0.0
1627781400000.0,0.62,0.0
1627785000000.0,0.55,0.0
1627788600000.0,0.59,0.0
1627792200000.0,48.41,0.01
1627795800000.0,283.0,0.18
1627799400000.0,307.49,0.84
1627803000000.0,308.46,0.86
1627806600000.0,318.75,1.61
1627810200000.0,315.23,2.33
1627813800000.0,313.91,2.83
1627817400000.0,315.0,2.57
1627821000000.0,313.95,2.17
1627824600000.0,311.95,2.43
1627828200000.0,309.83,2.87
1627831800000.0,314.91,2.68
1627835400000.0,309.64,2.01
1627839000000.0,309.62,1.19
1627842600000.0,304.62,0.83
1627846200000.0,282.51,0.26
1627849800000.0,168.59,0.03
1627853400000.0,1.99,0.0
1627857000000.0,0.3,0.0
1627860600000.0,0.22,0.0
1627864200000.0,0.19,0.0
1627867800000.0,0.15,0.0
1627871400000.0,0.19,0.0
1627875000000.0,0.41,0.0
1627878600000.0,54.66,0.0
1627882200000.0,273.19,0.1
1627885800000.0,312.51,0.7
1627889400000.0,317.91,2.62
1627893000000.0,312.95,2.22
1627896600000.0,310.77,1.93
1627900200000.0,311.73,1.74
1627903800000.0,310.48,1.15
1627907400000.0,314.11,1.29
1627911000000.0,312.52,1.11
1627914600000.0,315.3,1.38
1627918200000.0,312.42,1.32
1627921800000.0,318.38,1.52
1627925400000.0,311.07,1.04
1627929000000.0,297.61,0.44
1627932600000.0,271.67,0.16
1627936200000.0,165.58,0.02
1627939800000.0,2.32,0.0
1627943400000.0,1.04,0.0
1627947000000.0,0.39,0.0
1627950600000.0,0.35,0.0
1627954200000.0,0.35,0.0
1627957800000.0,0.33,0.0
1627961400000.0,0.39,0.0
1627965000000.0,33.45,0.0
1627968600000.0,220.86,0.09
1627972200000.0,292.48,0.21
1627975800000.0,315.48,1.24
1627979400000.0,315.43,1.96
1627983000000.0,308.49,1.28
1627986600000.0,310.65,2.25
1627990200000.0,318.43,2.23
1627993800000.0,313.3,3.19
1627997400000.0,309.22,4.75
1628001000000.0,307.13,4.64
1628004600000.0,307.01,3.87
1628008200000.0,313.34,1.96
1628011800000.0,303.34,0.91
1628015400000.0,295.29,0.48
1628019000000.0,277.4,0.19
1628022600000.0,177.78,0.04
1628026200000.0,3.2,0.0
1628029800000.0,0.93,0.01
1628033400000.0,0.28,0.0
1628037000000.0,0.22,0.0
1628040600000.0,0.23,0.0
1628044200000.0,0.22,0.0
1628047800000.0,0.29,0.0
1628051400000.0,35.56,0.0
1628055000000.0,267.49,0.2
1628058600000.0,319.95,1.71
1628062200000.0,308.24,3.1
1628065800000.0,303.5,3.4
1628069400000.0,307.94,3.13
1628073000000.0,312.68,3.33
1628076600000.0,318.0,2.41
1628080200000.0,318.11,2.84
1628083800000.0,317.67,2.79
1628087400000.0,317.49,2.9
1628091000000.0,315.09,1.64
1628094600000.0,309.99,1.47
1628098200000.0,311.71,1.34
1628101800000.0,301.79,0.67
1628105400000.0,278.04,0.23
1628109000000.0,141.1,0.01
1628112600000.0,2.34,0.0
1628116200000.0,0.95,0.0
1628119800000.0,0.39,0.0
1628123400000.0,0.44,0.0
1628127000000.0,0.47,0.0
1628130600000.0,0.53,0.0
1628134200000.0,0.58,0.0
1628137800000.0,30.44,0.0
1628141400000.0,193.93,0.11
1628145000000.0,308.23,0.78
1628148600000.0,309.41,1.18
1628152200000.0,311.66,1.98
1628155800000.0,312.14,1.69
1628159400000.0,309.99,4.46
1628163000000.0,316.63,2.13
1628166600000.0,311.44,3.77
1628170200000.0,296.32,4.75
1628173800000.0,306.03,4.4
1628177400000.0,308.21,2.64
1628181000000.0,312.26,3.01
1628184600000.0,310.68,1.49
1628188200000.0,299.72,0.69
1628191800000.0,275.0,0.21
1628195400000.0,134.17,0.02
1628199000000.0,2.02,0.0
1628202600000.0,1.08,0.01
1628206200000.0,0.28,0.0
1628209800000.0,0.33,0.0
1628213400000.0,0.35,0.0
1628217000000.0,0.15,0.0
1628220600000.0,0.24,0.0
1628224200000.0,33.34,0.0
1628227800000.0,277.73,0.51
1628231400000.0,307.26,1.09
1628235000000.0,312.7,2.86
1628238600000.0,299.27,3.53
1628242200000.0,305.17,3.28
1628245800000.0,302.53,4.18
1628249400000.0,298.95,5.06
1628253000000.0,295.75,5.12
1628256600000.0,298.7,5.25
1628260200000.0,301.23,4.81
1628263800000.0,307.77,3.62
1628267400000.0,317.64,2.89
1628271000000.0,311.42,1.21
1628274600000.0,288.3,0.35
1628278200000.0,268.68,0.11
1628281800000.0,68.73,0.0
1628285400000.0,1.83,0.0
1628289000000.0,1.2,0.0
1628292600000.0,0.55,0.01
1628296200000.0,0.56,0.0
1628299800000.0,0.58,0.0
1628303400000.0,0.48,0.0
1628307000000.0,0.48,0.0
1628310600000.0,19.51,0.0
1628314200000.0,242.63,0.02
1628317800000.0,346.99,0.3
1628321400000.0,314.26,1.89
1628325000000.0,308.07,2.91
1628328600000.0,312.78,2.22
1628332200000.0,315.39,2.91
1628335800000.0,307.45,4.25
1628339400000.0,308.04,4.39
1628343000000.0,365.49,0.81
1628346600000.0,315.44,2.11
1628350200000.0,325.87,2.59
1628353800000.0,316.37,2.57
1628357400000.0,309.53,1.38
1628361000000.0,313.97,0.49
1628364600000.0,278.53,0.24
1628368200000.0,122.88,0.02
1628371800000.0,1.72,0.0
1628375400000.0,1.01,0.0
1628379000000.0,0.49,0.0
1628382600000.0,0.45,0.0
1628386200000.0,0.54,0.0
1628389800000.0,0.37,0.0
1628393400000.0,0.5,0.0
1628397000000.0,23.49,0.0
1628400600000.0,305.4,0.01
1628404200000.0,340.83,0.75
1628407800000.0,312.01,3.03
1628411400000.0,308.24,3.91
1628415000000.0,314.24,2.28
1628418600000.0,307.92,3.31
1628422200000.0,306.73,3.33
1628425800000.0,305.2,3.94
1628429400000.0,309.19,3.33
1628433000000.0,302.31,4.66
1628436600000.0,307.52,2.63
1628440200000.0,314.45,1.67
1628443800000.0,310.57,1.16
1628447400000.0,303.35,0.8
1628451000000.0,283.31,0.24
1628454600000.0,148.83,0.02
1628458200000.0,0.56,0.0
1628461800000.0,0.1,0.0
1628465400000.0,0.09,0.0
1628469000000.0,0.11,0.0
1628472600000.0,0.13,0.0
1628476200000.0,0.11,0.0
1628479800000.0,0.22,0.0
1628483400000.0,32.3,0.0
1628487000000.0,241.8,0.18
1628490600000.0,305.2,0.55
1628494200000.0,316.27,1.27
1628497800000.0,314.35,2.31
1628501400000.0,309.29,3.02
1628505000000.0,299.46,4.72
1628508600000.0,306.88,2.67
1628512200000.0,302.06,4.77
1628515800000.0,303.92,3.09
1628519400000.0,314.04,2.92
1628523000000.0,306.43,2.84
1628526600000.0,312.51,1.44
1628530200000.0,309.87,1.34
1628533800000.0,303.32,0.78
1628537400000.0,282.39,0.26
1628541000000.0,134.59,0.01
1628544600000.0,1.56,0.01
1628548200000.0,0.73,0.0
1628551800000.0,0.09,0.0
1628555400000.0,0.18,0.0
1628559000000.0,0.35,0.0
1628562600000.0,0.4,0.0
1628566200000.0,0.41,0.0
1628569800000.0,24.74,0.0
1628573400000.0,183.95,0.07
1628577000000.0,307.0,0.64
1628580600000.0,311.41,1.01
1628584200000.0,308.75,2.76
1628587800000.0,293.9,4.97
1628591400000.0,297.34,4.54
1628595000000.0,301.23,2.58
1628598600000.0,304.23,5.08
1628602200000.0,302.43,5.53
1628605800000.0,309.38,3.47
1628609400000.0,312.39,1.4
1628613000000.0,311.77,1.12
1628616600000.0,300.45,0.62
1628620200000.0,294.15,0.39
1628623800000.0,253.99,0.1
1628627400000.0,69.74,0.01
1628631000000.0,1.74,0.01
1628634600000.0,1.25,0.0
1628638200000.0,0.6,0.0
1628641800000.0,0.5,0.01
1628645400000.0,0.47,0.0
1628649000000.0,0.6,0.0
1628652600000.0,0.62,0.0
1628656200000.0,13.02,0.01
1628659800000.0,115.37,0.03
1628663400000.0,276.9,0.22
1628667000000.0,300.31,0.58
1628670600000.0,311.32,1.16
1628674200000.0,314.26,2.71
1628677800000.0,302.83,3.66
1628681400000.0,295.37,5.52
1628685000000.0,292.11,6.0
1628688600000.0,296.08,4.64
1628692200000.0,304.47,4.23
1628695800000.0,308.37,4.15
1628699400000.0,313.63,2.57
1628703000000.0,317.76,1.12
1628706600000.0,302.14,0.37
1628710200000.0,276.12,0.18
1628713800000.0,109.39,0.01
1628717400000.0,1.41,0.0
1628721000000.0,0.75,0.0
1628724600000.0,0.1,0.0
1628728200000.0,0.1,0.0
1628731800000.0,0.1,0.0
1628735400000.0,0.13,0.0
1628739000000.0,0.18,0.0
1628742600000.0,17.82,0.0
1628746200000.0,199.97,0.05
1628749800000.0,297.08,0.64
1628753400000.0,318.25,2.49
1628757000000.0,315.54,2.56
1628760600000.0,310.27,3.31
1628764200000.0,315.19,3.1
1628767800000.0,304.6,5.45
1628771400000.0,297.89,5.02
1628775000000.0,306.38,3.33
1628778600000.0,306.21,5.02
1628782200000.0,308.56,3.63
1628785800000.0,315.57,2.73
1628789400000.0,318.78,1.14
1628793000000.0,301.67,0.54
1628796600000.0,282.41,0.17
1628800200000.0,114.19,0.01
1628803800000.0,1.34,0.0
1628807400000.0,0.71,0.01
1628811000000.0,0.13,0.0
1628814600000.0,0.17,0.0
1628818200000.0,0.15,0.0
1628821800000.0,0.1,0.0
1628825400000.0,0.13,0.0
1628829000000.0,27.61,0.0
1628832600000.0,232.38,0.17
1628836200000.0,301.46,0.48
1628839800000.0,311.23,0.99
1628843400000.0,311.66,3.59
1628847000000.0,297.13,5.54
1628850600000.0,299.27,4.99
1628854200000.0,293.13,6.47
1628857800000.0,299.68,5.9
1628861400000.0,301.06,5.34
1628865000000.0,302.37,4.51
1628868600000.0,309.81,2.82
1628872200000.0,310.1,1.78
1628875800000.0,319.26,1.14
1628879400000.0,298.43,0.46
1628883000000.0,262.85,0.12
1628886600000.0,88.81,0.02
1628890200000.0,1.25,0.01
1628893800000.0,0.81,0.01
1628897400000.0,0.24,0.01
1628901000000.0,0.25,0.0
1628904600000.0,0.2,0.0
1628908200000.0,0.24,0.0
1628911800000.0,0.35,0.0
1628915400000.0,14.04,0.0
1628919000000.0,176.32,0.05
1628922600000.0,282.33,0.26
1628926200000.0,308.17,0.83
1628929800000.0,312.38,1.03
1628933400000.0,316.23,1.06
1628937000000.0,316.13,1.43
1628940600000.0,316.11,1.69
1628944200000.0,314.49,1.52
1628947800000.0,313.72,1.45
1628951400000.0,318.55,2.05
1628955000000.0,315.22,1.53
1628958600000.0,314.21,1.36
1628962200000.0,309.69,1.12
1628965800000.0,294.2,0.45
1628969400000.0,260.09,0.11
1628973000000.0,80.2,0.0
1628976600000.0,1.43,0.0
1628980200000.0,0.99,0.0
1628983800000.0,0.4,0.01
1628987400000.0,0.48,0.0
1628991000000.0,0.4,0.0
1628994600000.0,0.36,0.0
1628998200000.0,0.35,0.0
1629001800000.0,16.61,0.0
1629005400000.0,164.72,0.05
1629009000000.0,287.93,0.27
1629012600000.0,305.53,1.02
1629016200000.0,311.64,1.37
1629019800000.0,312.51,1.76
1629023400000.0,312.48,2.38
1629027000000.0,313.03,3.2
1629030600000.0,307.48,3.71
1629034200000.0,305.35,4.18
1629037800000.0,309.88,4.02
1629041400000.0,309.89,3.2
1629045000000.0,315.52,2.54
1629048600000.0,305.32,1.09
1629052200000.0,293.96,0.5
1629055800000.0,268.28,0.19
1629059400000.0,70.98,0.01
1629063000000.0,0.19,0.01
1629066600000.0,0.1,0.01
1629070200000.0,0.19,0.0
1629073800000.0,0.35,0.0
1629077400000.0,0.45,0.0
1629081000000.0,0.48,0.0
1629084600000.0,0.38,0.0
1629088200000.0,15.03,0.0
1629091800000.0,144.45,0.03
1629095400000.0,289.58,0.24
1629099000000.0,301.47,0.53
1629102600000.0,308.89,0.95
1629106200000.0,313.26,2.06
1629109800000.0,312.2,1.53
1629113400000.0,313.05,2.6
1629117000000.0,311.23,2.4
1629120600000.0,310.67,2.77
1629124200000.0,310.57,2.27
1629127800000.0,309.03,2.16
1629131400000.0,312.24,1.36
1629135000000.0,308.28,1.0
1629138600000.0,292.16,0.42
1629142200000.0,256.32,0.06
1629145800000.0,46.64,0.01
1629149400000.0,1.49,0.0
1629153000000.0,0.93,0.0
1629156600000.0,0.5,0.0
1629160200000.0,0.28,0.0
1629163800000.0,0.41,0.0
1629167400000.0,0.4,0.0
1629171000000.0,0.46,0.0
1629174600000.0,5.46,0.0
1629178200000.0,132.05,0.01
1629181800000.0,292.38,0.34
1629185400000.0,311.77,1.27
1629189000000.0,311.27,1.94
1629192600000.0,306.83,3.91
1629196200000.0,311.11,3.14
1629199800000.0,307.7,3.16
1629203400000.0,308.14,3.45
1629207000000.0,309.66,2.9
1629210600000.0,310.26,2.9
1629214200000.0,311.43,2.71
1629217800000.0,312.17,1.91
1629221400000.0,306.71,0.98
1629225000000.0,297.5,0.52
1629228600000.0,246.11,0.08
1629232200000.0,40.16,0.01
1629235800000.0,1.4,0.01
1629239400000.0,0.73,0.0
1629243000000.0,0.12,0.0
1629246600000.0,0.24,0.0
1629250200000.0,0.37,0.0
1629253800000.0,0.38,0.0
1629257400000.0,0.39,0.0
1629261000000.0,8.8,0.0
1629264600000.0,183.46,0.07
1629268200000.0,302.22,0.55
1629271800000.0,313.05,1.21
1629275400000.0,308.67,2.25
1629279000000.0,311.16,1.93
1629282600000.0,311.32,2.11
1629286200000.0,308.99,2.89
