# time,airtemp,celltemp
1627673400000.0,16.31,17.78
1627677000000.0,15.3,15.68
1627680600000.0,15.12,15.53
1627684200000.0,14.93,15.87
1627687800000.0,14.59,15.86
1627691400000.0,14.37,15.44
1627695000000.0,13.5,14.11
1627698600000.0,12.97,13.81
1627702200000.0,13.42,14.46
1627705800000.0,13.41,14.54
1627709400000.0,13.05,14.13
1627713000000.0,13.66,15.74
1627716600000.0,15.49,18.13
1627720200000.0,17.65,23.68
1627723800000.0,19.2,28.13
1627727400000.0,21.53,34.07
1627731000000.0,22.48,37.95
1627734600000.0,23.94,40.65
1627738200000.0,22.57,35.69
1627741800000.0,19.82,25.64
1627745400000.0,22.29,30.25
1627749000000.0,23.79,35.18
1627752600000.0,23.05,30.55
1627756200000.0,20.12,23.0
1627759800000.0,18.7,19.21
1627763400000.0,16.32,15.95
1627767000000.0,14.72,13.95
1627770600000.0,13.07,12.31
1627774200000.0,11.8,11.08
1627777800000.0,12.32,12.5
1627781400000.0,13.93,15.31
1627785000000.0,14.33,15.65
1627788600000.0,14.05,15.38
1627792200000.0,13.57,14.72
1627795800000.0,13.24,14.31
1627799400000.0,14.38,16.94
1627803000000.0,14.2,17.39
1627806600000.0,15.09,19.78
1627810200000.0,16.21,22.84
1627813800000.0,17.08,25.35
1627817400000.0,17.51,25.28
1627821000000.0,17.66,24.78
1627824600000.0,18.23,25.74
1627828200000.0,18.53,27.46
1627831800000.0,18.68,26.49
1627835400000.0,19.44,27.87
1627839000000.0,18.36,23.06
1627842600000.0,17.72,21.2
1627846200000.0,16.82,18.57
1627849800000.0,15.6,16.54
1627853400000.0,14.27,14.96
1627857000000.0,13.55,14.25
1627860600000.0,12.62,12.9
1627864200000.0,11.57,11.44
1627867800000.0,10.62,10.38
1627871400000.0,9.79,9.62
1627875000000.0,9.58,8.99
1627878600000.0,8.89,8.21
1627882200000.0,9.45,9.72
1627885800000.0,11.39,13.49
1627889400000.0,15.16,18.91
1627893000000.0,16.04,23.3
1627896600000.0,16.63,24.0
1627900200000.0,16.43,23.22
1627903800000.0,15.89,20.23
1627907400000.0,15.87,19.97
1627911000000.0,14.35,17.18
1627914600000.0,14.8,19.02
1627918200000.0,16.06,21.66
1627921800000.0,15.0,19.54
1627925400000.0,14.96,18.82
1627929000000.0,14.11,16.56
1627932600000.0,14.41,16.0
1627936200000.0,13.61,14.27
1627939800000.0,13.43,14.74
1627943400000.0,13.45,14.76
1627947000000.0,13.24,14.54
1627950600000.0,13.23,14.59
1627954200000.0,13.15,14.57
1627957800000.0,13.18,14.47
1627961400000.0,12.95,14.24
1627965000000.0,13.02,14.4
1627968600000.0,13.19,14.77
1627972200000.0,13.55,15.6
1627975800000.0,14.48,17.88
1627979400000.0,16.32,21.51
1627983000000.0,16.76,22.91
1627986600000.0,18.57,26.71
1627990200000.0,16.72,22.3
1627993800000.0,20.25,29.38
1627997400000.0,20.97,36.73
1628001000000.0,22.51,42.1
1628004600000.0,23.51,40.82
1628008200000.0,20.97,29.32
1628011800000.0,19.06,23.57
1628015400000.0,18.19,21.21
1628019000000.0,17.1,18.94
1628022600000.0,16.25,17.34
1628026200000.0,15.9,17.22
1628029800000.0,15.58,17.03
1628033400000.0,15.14,16.55
1628037000000.0,14.51,15.7
1628040600000.0,14.36,15.59
1628044200000.0,14.05,14.97
1628047800000.0,13.45,14.45
1628051400000.0,13.19,14.3
1628055000000.0,12.83,12.7
1628058600000.0,17.65,16.96
1628062200000.0,21.05,23.78
1628065800000.0,21.85,30.15
1628069400000.0,22.44,33.89
1628073000000.0,20.45,30.03
1628076600000.0,19.86,26.99
1628080200000.0,19.21,25.68
1628083800000.0,19.82,24.65
1628087400000.0,19.83,26.07
1628091000000.0,19.32,23.95
1628094600000.0,19.54,24.01
1628098200000.0,19.33,23.6
1628101800000.0,18.37,21.55
1628105400000.0,16.85,18.31
1628109000000.0,16.04,17.02
1628112600000.0,15.23,15.65
1628116200000.0,15.39,15.19
1628119800000.0,15.29,15.71
1628123400000.0,14.05,14.72
1628127000000.0,14.44,15.11
1628130600000.0,14.71,15.36
1628134200000.0,15.23,15.88
1628137800000.0,15.71,16.35
1628141400000.0,15.67,16.39
1628145000000.0,16.25,17.75
1628148600000.0,17.18,20.12
1628152200000.0,18.41,23.74
1628155800000.0,18.9,23.2
1628159400000.0,21.66,30.18
1628163000000.0,18.13,22.38
1628166600000.0,19.22,28.62
1628170200000.0,20.72,38.52
1628173800000.0,21.7,35.01
1628177400000.0,22.52,32.78
1628181000000.0,23.42,34.53
1628184600000.0,20.88,27.93
1628188200000.0,17.61,20.15
1628191800000.0,16.57,17.93
1628195400000.0,15.85,16.4
1628199000000.0,15.54,16.4
1628202600000.0,15.04,15.66
1628206200000.0,14.88,15.07
1628209800000.0,15.4,15.33
1628213400000.0,15.19,15.2
1628217000000.0,14.77,14.7
1628220600000.0,14.02,13.89
1628224200000.0,13.38,13.05
1628227800000.0,14.11,14.21
1628231400000.0,16.81,18.62
1628235000000.0,18.42,21.01
1628238600000.0,19.86,26.51
1628242200000.0,19.5,28.03
1628245800000.0,20.29,30.92
1628249400000.0,21.2,34.97
1628253000000.0,22.08,38.74
1628256600000.0,21.36,38.7
1628260200000.0,21.49,37.9
1628263800000.0,21.21,36.11
1628267400000.0,20.63,30.88
1628271000000.0,18.65,23.73
1628274600000.0,16.38,18.21
1628278200000.0,14.41,14.93
1628281800000.0,13.48,14.11
1628285400000.0,13.75,14.45
1628289000000.0,13.94,14.68
1628292600000.0,14.28,15.05
1628296200000.0,14.27,15.07
1628299800000.0,14.12,14.93
1628303400000.0,13.85,14.63
1628307000000.0,13.56,14.32
1628310600000.0,13.3,14.03
1628314200000.0,13.35,14.47
1628317800000.0,14.26,16.05
1628321400000.0,16.3,19.46
1628325000000.0,17.43,23.23
1628328600000.0,17.61,24.05
1628332200000.0,18.09,25.34
1628335800000.0,19.96,32.43
1628339400000.0,19.71,31.88
1628343000000.0,19.01,29.76
1628346600000.0,19.36,29.54
1628350200000.0,20.63,33.58
1628353800000.0,20.16,29.47
1628357400000.0,19.3,25.72
1628361000000.0,15.76,17.19
1628364600000.0,15.53,16.48
1628368200000.0,14.93,15.52
1628371800000.0,14.84,15.85
1628375400000.0,14.09,14.74
1628379000000.0,13.82,14.22
1628382600000.0,13.72,14.33
1628386200000.0,14.03,14.92
1628389800000.0,13.96,14.99
1628393400000.0,13.9,14.93
1628397000000.0,14.1,14.61
1628400600000.0,14.1,13.55
1628404200000.0,16.33,15.57
1628407800000.0,19.2,21.99
1628411400000.0,18.97,26.7
1628415000000.0,18.24,25.19
1628418600000.0,19.32,29.85
1628422200000.0,20.65,31.47
1628425800000.0,21.46,34.94
1628429400000.0,20.61,32.3
1628433000000.0,22.44,41.03
1628436600000.0,21.6,33.34
1628440200000.0,18.63,24.45
1628443800000.0,16.77,20.57
1628447400000.0,16.4,20.43
1628451000000.0,15.45,16.92
1628454600000.0,13.8,13.77
1628458200000.0,12.68,11.95
1628461800000.0,11.56,10.69
1628465400000.0,10.21,9.52
1628469000000.0,9.79,9.22
1628472600000.0,9.53,9.37
1628476200000.0,9.18,9.11
1628479800000.0,9.73,10.01
1628483400000.0,9.1,8.97
1628487000000.0,9.62,9.93
1628490600000.0,11.34,13.65
1628494200000.0,13.53,17.43
1628497800000.0,17.28,23.11
1628501400000.0,20.06,28.53
1628505000000.0,22.69,37.38
1628508600000.0,21.86,32.32
1628512200000.0,22.72,37.21
1628515800000.0,22.6,34.69
1628519400000.0,19.97,27.27
1628523000000.0,20.12,31.78
1628526600000.0,16.99,21.26
1628530200000.0,17.69,23.04
1628533800000.0,18.32,22.04
1628537400000.0,16.98,18.24
1628541000000.0,15.1,14.54
1628544600000.0,13.25,12.62
1628548200000.0,12.38,11.6
1628551800000.0,11.7,10.92
1628555400000.0,11.0,11.04
1628559000000.0,12.02,13.09
1628562600000.0,12.76,14.29
1628566200000.0,13.03,14.64
1628569800000.0,13.05,14.62
1628573400000.0,13.26,14.92
1628577000000.0,14.62,17.46
1628580600000.0,15.91,20.46
1628584200000.0,19.22,26.79
1628587800000.0,22.02,36.49
1628591400000.0,23.65,39.55
1628595000000.0,22.13,31.88
1628598600000.0,22.31,39.25
1628602200000.0,22.67,43.81
1628605800000.0,22.49,36.47
1628609400000.0,19.21,24.54
1628613000000.0,17.51,19.74
1628616600000.0,16.43,18.36
1628620200000.0,16.74,17.81
1628623800000.0,16.65,17.47
1628627400000.0,16.49,17.24
1628631000000.0,16.49,17.25
1628634600000.0,16.38,17.07
1628638200000.0,16.12,16.72
1628641800000.0,16.0,16.58
1628645400000.0,15.96,16.59
1628649000000.0,15.97,16.75
1628652600000.0,16.18,16.89
1628656200000.0,16.32,16.98
1628659800000.0,16.4,17.04
1628663400000.0,16.55,17.38
1628667000000.0,16.65,18.15
1628670600000.0,16.56,19.86
1628674200000.0,17.15,24.68
1628677800000.0,19.63,31.77
1628681400000.0,21.13,36.79
1628685000000.0,22.5,42.2
1628688600000.0,23.15,42.52
1628692200000.0,22.19,37.26
1628695800000.0,22.48,39.52
1628699400000.0,23.26,36.88
1628703000000.0,21.62,30.19
1628706600000.0,18.15,21.27
1628710200000.0,15.64,15.44
1628713800000.0,13.47,12.4
1628717400000.0,12.65,11.29
1628721000000.0,11.92,10.68
1628724600000.0,11.78,10.59
1628728200000.0,11.5,10.25
1628731800000.0,11.2,9.84
1628735400000.0,12.12,10.93
1628739000000.0,12.68,12.02
1628742600000.0,13.94,14.25
1628746200000.0,14.21,13.66
1628749800000.0,15.49,16.15
1628753400000.0,17.97,20.35
1628757000000.0,18.33,23.84
1628760600000.0,19.21,26.95
1628764200000.0,19.28,26.3
1628767800000.0,20.25,34.01
1628771400000.0,22.03,39.3
1628775000000.0,20.61,32.82
1628778600000.0,21.41,40.1
1628782200000.0,21.56,37.1
1628785800000.0,22.85,36.07
1628789400000.0,21.59,30.17
1628793000000.0,17.56,19.48
1628796600000.0,15.93,16.25
1628800200000.0,14.17,13.39
1628803800000.0,13.8,13.18
1628807400000.0,13.2,12.18
1628811000000.0,13.16,12.55
1628814600000.0,13.22,12.95
1628818200000.0,12.97,12.43
1628821800000.0,12.46,11.66
1628825400000.0,12.27,11.17
1628829000000.0,11.42,10.51
1628832600000.0,12.15,11.02
1628836200000.0,14.17,15.34
1628839800000.0,15.26,17.55
1628843400000.0,18.07,25.01
1628847000000.0,20.74,33.01
1628850600000.0,21.85,36.03
1628854200000.0,22.68,41.6
1628857800000.0,22.22,40.98
1628861400000.0,22.57,41.06
1628865000000.0,23.56,42.47
1628868600000.0,22.71,34.73
1628872200000.0,21.46,30.27
1628875800000.0,21.7,29.04
1628879400000.0,18.39,21.26
1628883000000.0,16.45,17.13
1628886600000.0,15.38,15.84
1628890200000.0,14.95,15.82
1628893800000.0,14.4,15.11
1628897400000.0,13.28,14.18
1628901000000.0,13.03,14.07
1628904600000.0,12.88,13.9
1628908200000.0,12.81,14.04
1628911800000.0,13.09,14.54
1628915400000.0,13.23,14.87
1628919000000.0,13.45,15.3
1628922600000.0,14.2,16.14
1628926200000.0,14.95,17.91
1628929800000.0,14.86,18.19
1628933400000.0,14.01,16.6
1628937000000.0,15.1,19.74
1628940600000.0,16.34,21.84
1628944200000.0,17.3,22.95
1628947800000.0,17.22,20.57
1628951400000.0,17.36,21.43
1628955000000.0,17.11,20.37
1628958600000.0,17.84,20.98
1628962200000.0,17.68,21.27
1628965800000.0,16.93,19.47
1628969400000.0,16.02,17.4
1628973000000.0,15.83,16.66
1628976600000.0,15.67,16.23
1628980200000.0,15.7,16.46
1628983800000.0,15.62,16.49
1628987400000.0,15.4,16.33
1628991000000.0,15.21,15.67
1628994600000.0,15.24,15.72
1628998200000.0,15.07,15.76
1629001800000.0,14.99,15.89
1629005400000.0,15.15,16.25
1629009000000.0,15.83,17.79
1629012600000.0,16.68,20.0
1629016200000.0,17.05,20.89
1629019800000.0,17.41,21.63
1629023400000.0,18.32,24.26
1629027000000.0,19.44,27.06
1629030600000.0,20.37,29.63
1629034200000.0,20.73,31.96
1629037800000.0,21.07,31.87
1629041400000.0,20.22,30.55
1629045000000.0,20.74,30.53
1629048600000.0,19.86,24.66
1629052200000.0,18.35,21.18
1629055800000.0,16.42,17.53
1629059400000.0,14.77,15.47
1629063000000.0,13.32,12.68
1629066600000.0,13.01,12.29
1629070200000.0,12.95,12.61
1629073800000.0,13.45,14.15
1629077400000.0,13.69,14.84
1629081000000.0,13.88,15.03
1629084600000.0,13.83,14.89
1629088200000.0,14.08,14.97
1629091800000.0,14.07,14.97
1629095400000.0,14.39,16.29
1629099000000.0,14.97,17.62
1629102600000.0,15.97,19.97
1629106200000.0,17.44,24.26
1629109800000.0,17.37,23.22
1629113400000.0,18.38,26.41
1629117000000.0,19.19,27.54
1629120600000.0,19.64,29.26
1629124200000.0,19.01,26.94
1629127800000.0,18.9,27.06
1629131400000.0,17.68,22.72
1629135000000.0,17.12,21.18
1629138600000.0,16.46,19.06
1629142200000.0,15.25,16.57
1629145800000.0,14.69,15.96
1629149400000.0,14.52,15.59
1629153000000.0,14.48,15.54
1629156600000.0,14.29,15.51
1629160200000.0,14.12,15.02
1629163800000.0,14.04,15.23
1629167400000.0,13.7,14.77
1629171000000.0,13.88,15.07
1629174600000.0,13.89,15.07
1629178200000.0,13.92,15.19
1629181800000.0,14.5,16.58
1629185400000.0,15.92,19.67
1629189000000.0,17.09,22.2
1629192600000.0,18.84,28.82
1629196200000.0,19.46,28.78
1629199800000.0,20.35,31.6
1629203400000.0,20.87,31.96
1629207000000.0,20.79,30.33
1629210600000.0,20.69,30.39
1629214200000.0,20.37,30.05
1629217800000.0,19.4,26.83
1629221400000.0,17.95,21.93
1629225000000.0,16.74,19.39
1629228600000.0,15.5,16.9
1629232200000.0,14.85,15.96
1629235800000.0,14.5,15.66
1629239400000.0,13.47,13.52
1629243000000.0,11.73,11.01
1629246600000.0,12.16,12.32
1629250200000.0,12.74,14.03
1629253800000.0,13.05,14.29
1629257400000.0,13.04,14.33
1629261000000.0,13.22,14.62
1629264600000.0,12.98,14.36
1629268200000.0,13.74,16.02
1629271800000.0,15.16,19.7
1629275400000.0,16.44,23.48
1629279000000.0,17.4,24.95
1629282600000.0,17.98,26.27
1629286200000.0,20.07,31.04
