# time,airtemp,celltemp
1637332200000.0,13.04,16.27
1637335800000.0,12.42,14.57
1637339400000.0,11.84,13.34
1637343000000.0,11.38,12.86
1637346600000.0,11.18,12.65
1637350200000.0,11.11,12.59
1637353800000.0,10.93,12.55
1637357400000.0,10.83,12.43
1637361000000.0,10.84,12.32
1637364600000.0,10.86,12.27
1637368200000.0,10.68,12.11
1637371800000.0,10.62,12.01
1637375400000.0,10.37,11.93
1637379000000.0,10.01,11.77
1637382600000.0,9.8,11.41
1637386200000.0,9.92,11.33
1637389800000.0,9.78,11.27
1637393400000.0,9.78,11.12
1637397000000.0,9.98,11.64
1637400600000.0,10.59,13.37
1637404200000.0,12.09,16.49
1637407800000.0,13.09,18.63
1637411400000.0,13.33,18.71
1637415000000.0,13.92,19.0
1637418600000.0,13.85,19.54
1637422200000.0,13.02,15.49
1637425800000.0,12.02,13.26
1637429400000.0,10.72,11.31
1637433000000.0,10.03,10.88
1637436600000.0,9.77,10.33
1637440200000.0,9.24,9.15
1637443800000.0,8.19,7.45
1637447400000.0,6.98,6.07
1637451000000.0,6.25,5.55
1637454600000.0,5.67,4.85
1637458200000.0,4.6,3.72
1637461800000.0,4.34,3.15
1637465400000.0,4.23,3.04
1637469000000.0,4.3,3.19
1637472600000.0,4.06,3.21
1637476200000.0,3.31,2.62
1637479800000.0,3.37,2.75
1637483400000.0,4.85,4.07
1637487000000.0,5.92,5.88
1637490600000.0,7.01,7.8
1637494200000.0,8.18,11.18
1637497800000.0,8.94,12.91
1637501400000.0,9.06,12.49
1637505000000.0,8.86,12.06
1637508600000.0,8.26,8.72
1637512200000.0,7.04,6.45
1637515800000.0,5.97,5.07
1637519400000.0,5.61,4.73
1637523000000.0,5.1,4.28
1637526600000.0,4.72,3.81
1637530200000.0,3.42,2.25
1637533800000.0,2.98,1.6
1637537400000.0,3.29,2.27
1637541000000.0,3.88,2.88
1637544600000.0,1.7,0.67
1637548200000.0,1.11,-0.19
1637551800000.0,0.98,-0.33
1637555400000.0,1.1,-0.43
1637559000000.0,0.9,-0.57
1637562600000.0,1.19,-0.33
1637566200000.0,0.34,-0.73
1637569800000.0,0.96,-0.17
1637573400000.0,3.47,2.23
1637577000000.0,6.58,6.08
1637580600000.0,8.35,12.43
1637584200000.0,8.97,15.47
1637587800000.0,9.53,15.71
1637591400000.0,9.38,14.19
1637595000000.0,8.51,8.88
1637598600000.0,6.73,6.07
1637602200000.0,4.78,3.52
1637605800000.0,3.91,2.41
1637609400000.0,3.35,2.15
1637613000000.0,1.49,0.37
1637616600000.0,0.48,-0.47
1637620200000.0,-0.08,-0.95
1637623800000.0,-0.5,-1.44
1637627400000.0,-0.43,-1.27
1637631000000.0,-1.05,-1.68
1637634600000.0,-1.47,-2.12
1637638200000.0,-1.6,-2.2
1637641800000.0,-2.23,-2.49
1637645400000.0,-2.13,-2.52
1637649000000.0,-2.54,-2.76
1637652600000.0,-2.73,-3.08
1637656200000.0,-2.38,-2.35
1637659800000.0,-0.38,-0.14
1637663400000.0,2.47,3.17
1637667000000.0,5.0,8.97
1637670600000.0,6.52,14.13
1637674200000.0,6.99,15.21
1637677800000.0,6.43,12.42
1637681400000.0,5.21,6.05
1637685000000.0,4.23,4.57
1637688600000.0,3.46,3.48
1637692200000.0,3.52,4.67
1637695800000.0,3.37,4.58
1637699400000.0,3.19,4.43
1637703000000.0,3.02,4.36
1637706600000.0,2.66,4.03
1637710200000.0,2.62,4.41
1637713800000.0,2.62,4.55
1637717400000.0,2.09,4.03
1637721000000.0,1.37,3.19
1637724600000.0,1.31,3.03
1637728200000.0,0.85,2.54
1637731800000.0,-0.29,0.94
1637735400000.0,-0.35,0.85
1637739000000.0,-0.63,0.27
1637742600000.0,0.25,2.49
1637746200000.0,2.3,6.31
1637749800000.0,3.88,7.37
1637753400000.0,6.29,8.43
1637757000000.0,6.84,8.75
1637760600000.0,6.96,9.68
1637764200000.0,7.27,11.34
1637767800000.0,6.62,8.62
1637771400000.0,4.63,4.37
1637775000000.0,4.2,3.53
1637778600000.0,3.59,2.56
1637782200000.0,3.12,2.03
1637785800000.0,3.01,2.08
1637789400000.0,2.38,1.43
1637793000000.0,2.92,1.92
1637796600000.0,3.02,2.29
1637800200000.0,2.98,2.17
1637803800000.0,3.79,3.12
1637807400000.0,3.68,2.89
1637811000000.0,3.54,2.89
1637814600000.0,3.0,2.19
1637818200000.0,2.31,1.11
1637821800000.0,1.2,-0.29
1637825400000.0,2.12,0.51
1637829000000.0,3.09,2.28
1637832600000.0,3.81,3.82
1637836200000.0,5.36,6.85
1637839800000.0,6.55,9.24
1637843400000.0,7.17,10.45
1637847000000.0,7.67,11.46
1637850600000.0,7.83,10.78
1637854200000.0,7.17,8.2
1637857800000.0,6.37,6.78
1637861400000.0,6.13,6.78
1637865000000.0,4.77,4.87
1637868600000.0,3.47,3.12
1637872200000.0,3.71,3.04
1637875800000.0,4.37,3.77
1637879400000.0,4.87,4.65
1637883000000.0,6.16,6.56
1637886600000.0,7.05,7.7
1637890200000.0,7.58,8.17
1637893800000.0,8.12,7.91
1637897400000.0,8.38,8.12
1637901000000.0,8.58,8.4
1637904600000.0,8.45,9.08
1637908200000.0,8.73,9.4
1637911800000.0,8.97,9.12
1637915400000.0,8.77,9.14
1637919000000.0,9.15,10.0
1637922600000.0,9.34,10.72
1637926200000.0,8.82,10.95
1637929800000.0,9.1,11.7
1637933400000.0,9.13,11.84
1637937000000.0,9.22,11.99
1637940600000.0,7.24,8.25
1637944200000.0,4.57,4.63
1637947800000.0,3.88,4.33
1637951400000.0,3.5,3.87
1637955000000.0,2.72,2.19
1637958600000.0,3.19,2.73
1637962200000.0,4.43,3.53
1637965800000.0,4.07,3.38
1637969400000.0,4.07,3.36
1637973000000.0,3.68,2.98
1637976600000.0,3.88,3.12
1637980200000.0,4.01,3.25
1637983800000.0,3.95,3.19
1637987400000.0,4.01,3.24
1637991000000.0,3.82,3.23
1637994600000.0,3.69,3.04
1637998200000.0,3.87,3.45
1638001800000.0,3.87,3.35
1638005400000.0,4.77,4.84
1638009000000.0,5.58,6.08
1638012600000.0,6.08,7.89
1638016200000.0,6.56,10.45
1638019800000.0,6.82,10.18
1638023400000.0,6.43,8.84
1638027000000.0,5.88,6.58
1638030600000.0,4.92,4.43
1638034200000.0,4.11,3.32
1638037800000.0,3.45,2.41
1638041400000.0,2.68,1.47
1638045000000.0,1.75,0.73
1638048600000.0,0.27,-0.38
1638052200000.0,0.2,-0.53
1638055800000.0,-0.12,-0.3
1638059400000.0,-0.05,0.58
1638063000000.0,0.6,1.62
1638066600000.0,1.35,2.88
1638070200000.0,1.96,3.48
1638073800000.0,2.46,3.87
1638077400000.0,2.44,4.07
1638081000000.0,3.01,4.68
1638084600000.0,3.46,4.94
1638088200000.0,3.8,5.56
1638091800000.0,4.48,6.88
1638095400000.0,5.26,8.22
1638099000000.0,5.97,9.26
1638102600000.0,9.4,12.54
1638106200000.0,10.52,13.45
1638109800000.0,10.67,12.91
1638113400000.0,10.89,12.04
1638117000000.0,10.39,10.88
1638120600000.0,10.33,11.14
1638124200000.0,10.28,11.07
1638127800000.0,9.51,10.19
1638131400000.0,8.83,9.28
1638135000000.0,8.35,8.65
1638138600000.0,7.87,8.77
1638142200000.0,8.1,9.23
1638145800000.0,7.61,9.17
1638149400000.0,7.35,9.1
1638153000000.0,6.89,8.41
1638156600000.0,6.82,8.48
1638160200000.0,6.86,8.58
1638163800000.0,7.1,8.88
1638167400000.0,7.26,9.02
1638171000000.0,7.19,8.78
1638174600000.0,7.27,8.9
1638178200000.0,7.79,9.59
1638181800000.0,9.6,11.56
1638185400000.0,10.52,14.62
1638189000000.0,10.73,15.71
1638192600000.0,11.67,18.57
1638196200000.0,12.14,16.81
1638199800000.0,10.65,10.99
1638203400000.0,9.33,8.92
1638207000000.0,8.78,9.46
1638210600000.0,8.88,9.89
1638214200000.0,9.17,10.28
1638217800000.0,8.95,9.7
1638221400000.0,9.21,10.43
1638225000000.0,9.43,10.59
1638228600000.0,9.43,10.75
1638232200000.0,9.53,10.75
1638235800000.0,10.12,11.05
1638239400000.0,9.88,10.26
1638243000000.0,9.93,10.88
1638246600000.0,9.97,10.85
1638250200000.0,10.11,11.19
1638253800000.0,10.2,11.35
1638257400000.0,10.31,11.15
1638261000000.0,10.3,11.51
1638264600000.0,10.73,11.6
1638268200000.0,13.16,16.14
1638271800000.0,14.27,20.5
1638275400000.0,14.15,19.97
1638279000000.0,14.32,20.4
1638282600000.0,12.78,15.39
1638286200000.0,11.58,12.62
1638289800000.0,10.42,11.21
1638293400000.0,10.64,11.31
1638297000000.0,10.19,10.14
1638300600000.0,9.88,10.23
1638304200000.0,10.08,10.8
1638307800000.0,9.57,10.22
1638311400000.0,8.77,8.79
1638315000000.0,8.29,8.5
1638318600000.0,7.9,7.76
1638322200000.0,8.1,7.02
1638325800000.0,8.15,7.03
1638329400000.0,7.72,7.09
1638333000000.0,7.33,6.83
1638336600000.0,7.26,6.19
1638340200000.0,7.25,6.66
1638343800000.0,7.4,7.37
1638347400000.0,7.35,6.88
1638351000000.0,7.77,7.48
1638354600000.0,8.75,9.23
1638358200000.0,8.23,9.59
1638361800000.0,8.83,11.93
1638365400000.0,8.41,11.51
1638369000000.0,7.67,10.35
1638372600000.0,6.23,6.85
1638376200000.0,5.88,5.76
1638379800000.0,6.0,5.0
1638383400000.0,5.61,4.63
1638387000000.0,4.88,3.74
1638390600000.0,4.87,3.79
1638394200000.0,4.48,3.48
1638397800000.0,3.86,2.62
1638401400000.0,3.18,1.78
1638405000000.0,2.31,1.23
1638408600000.0,0.94,-0.09
1638412200000.0,-0.03,-0.85
1638415800000.0,0.33,-0.26
1638419400000.0,3.27,2.58
1638423000000.0,4.14,4.66
1638426600000.0,4.57,5.35
1638430200000.0,4.98,5.62
1638433800000.0,5.44,6.52
1638437400000.0,5.25,6.49
1638441000000.0,6.94,7.93
1638444600000.0,9.16,13.8
1638448200000.0,10.43,16.36
1638451800000.0,10.38,13.97
1638455400000.0,10.02,12.94
1638459000000.0,9.75,12.08
1638462600000.0,9.01,10.41
1638466200000.0,8.56,9.84
1638469800000.0,8.65,9.98
1638473400000.0,9.16,10.44
1638477000000.0,9.78,10.78
1638480600000.0,10.11,10.98
1638484200000.0,10.46,11.17
1638487800000.0,10.69,11.53
1638491400000.0,10.69,11.83
1638495000000.0,11.55,12.77
1638498600000.0,11.38,12.32
1638502200000.0,10.4,10.93
1638505800000.0,9.02,9.32
1638509400000.0,8.94,9.7
1638513000000.0,8.47,9.24
1638516600000.0,8.34,9.27
1638520200000.0,7.73,8.55
1638523800000.0,7.71,8.77
1638527400000.0,8.17,9.88
1638531000000.0,8.92,11.58
1638534600000.0,9.92,13.5
1638538200000.0,9.35,11.57
1638541800000.0,9.05,10.72
1638545400000.0,3.82,4.58
1638549000000.0,0.0,0.0
1638552600000.0,0.0,0.0
1638556200000.0,0.0,0.0
1638559800000.0,0.0,0.0
1638563400000.0,0.0,0.0
1638567000000.0,0.0,0.0
1638570600000.0,0.0,0.0
1638574200000.0,0.0,0.0
1638577800000.0,0.0,0.0
1638581400000.0,0.0,0.0
1638585000000.0,0.0,0.0
1638588600000.0,0.0,0.0
1638592200000.0,0.0,0.0
1638595800000.0,0.0,0.0
1638599400000.0,0.0,0.0
1638603000000.0,0.0,0.0
1638606600000.0,0.0,0.0
1638610200000.0,0.0,0.0
1638613800000.0,0.0,0.0
1638617400000.0,0.0,0.0
1638621000000.0,0.0,0.0
1638624600000.0,0.0,0.0
1638628200000.0,0.0,0.0
1638631800000.0,0.0,0.0
1638635400000.0,0.0,0.0
1638639000000.0,0.0,0.0
1638642600000.0,0.0,0.0
1638646200000.0,0.0,0.0
1638649800000.0,0.0,0.0
1638653400000.0,0.0,0.0
1638657000000.0,0.0,0.0
1638660600000.0,0.0,0.0
1638664200000.0,0.0,0.0
1638667800000.0,0.0,0.0
1638671400000.0,0.0,0.0
1638675000000.0,0.0,0.0
1638678600000.0,0.0,0.0
1638682200000.0,0.0,0.0
1638685800000.0,0.0,0.0
1638689400000.0,0.0,0.0
1638693000000.0,0.0,0.0
1638696600000.0,0.0,0.0
1638700200000.0,0.0,0.0
1638703800000.0,0.0,0.0
1638707400000.0,0.0,0.0
1638711000000.0,0.0,0.0
1638714600000.0,0.0,0.0
1638718200000.0,0.0,0.0
1638721800000.0,0.0,0.0
1638725400000.0,0.0,0.0
1638729000000.0,0.0,0.0
1638732600000.0,0.0,0.0
1638736200000.0,0.0,0.0
1638739800000.0,0.0,0.0
1638743400000.0,0.0,0.0
1638747000000.0,0.0,0.0
1638750600000.0,0.0,0.0
1638754200000.0,0.0,0.0
1638757800000.0,0.0,0.0
1638761400000.0,0.0,0.0
1638765000000.0,0.0,0.0
1638768600000.0,0.0,0.0
1638772200000.0,0.0,0.0
1638775800000.0,0.0,0.0
1638779400000.0,0.0,0.0
1638783000000.0,1.39,1.38
1638786600000.0,7.15,9.81
1638790200000.0,5.23,7.59
1638793800000.0,6.56,9.82
1638797400000.0,7.0,11.23
1638801000000.0,7.87,11.71
1638804600000.0,6.58,6.72
1638808200000.0,4.79,4.15
1638811800000.0,3.92,3.29
1638815400000.0,2.72,1.87
1638819000000.0,0.73,-0.44
1638822600000.0,0.88,0.58
1638826200000.0,0.87,0.52
1638829800000.0,1.22,1.81
1638833400000.0,2.85,3.33
1638837000000.0,3.67,4.3
1638840600000.0,4.88,5.61
1638844200000.0,5.79,6.42
1638847800000.0,7.0,7.6
1638851400000.0,8.34,8.89
1638855000000.0,9.37,9.87
1638858600000.0,8.82,9.27
1638862200000.0,7.75,8.29
1638865800000.0,7.62,7.43
1638869400000.0,6.61,6.43
1638873000000.0,6.78,6.98
1638876600000.0,6.46,7.73
1638880200000.0,6.31,7.75
1638883800000.0,6.97,8.98
1638887400000.0,5.55,6.98
1638891000000.0,4.7,5.47
1638894600000.0,4.92,5.2
1638898200000.0,4.24,4.77
1638901800000.0,4.77,5.15
1638905400000.0,4.92,4.94
1638909000000.0,4.13,4.66
1638912600000.0,3.87,4.06
1638916200000.0,4.59,4.86
1638919800000.0,4.14,3.94
1638923400000.0,4.81,3.95
1638927000000.0,4.53,3.67
1638930600000.0,4.88,3.82
1638934200000.0,5.22,3.98
1638937800000.0,5.3,4.45
1638941400000.0,4.56,3.59
1638945000000.0,4.44,3.63
1638948600000.0,3.52,2.61
1638952200000.0,3.68,3.26
1638955800000.0,3.21,3.33
1638959400000.0,5.46,5.98
1638963000000.0,6.63,7.95
1638966600000.0,7.22,10.82
