# time,airtemp,celltemp
1624699800000.0,14.95,21.85
1624703400000.0,15.32,20.94
1624707000000.0,15.99,21.03
1624710600000.0,17.3,24.31
1624714200000.0,18.64,30.73
1624717800000.0,19.08,28.07
1624721400000.0,18.37,25.09
1624725000000.0,18.63,25.29
1624728600000.0,19.23,26.94
1624732200000.0,18.35,22.91
1624735800000.0,16.63,17.11
1624739400000.0,14.93,14.68
1624743000000.0,12.89,12.09
1624746600000.0,11.03,9.72
1624750200000.0,10.2,8.98
1624753800000.0,9.96,8.97
1624757400000.0,10.01,9.38
1624761000000.0,10.28,9.57
1624764600000.0,9.9,9.24
1624768200000.0,9.56,8.79
1624771800000.0,14.17,12.88
1624775400000.0,18.05,18.35
1624779000000.0,18.71,23.12
1624782600000.0,19.38,26.57
1624786200000.0,19.6,29.61
1624789800000.0,20.57,33.11
1624793400000.0,21.39,36.02
1624797000000.0,21.32,35.89
1624800600000.0,22.24,37.26
1624804200000.0,23.16,37.62
1624807800000.0,23.87,35.74
1624811400000.0,24.13,34.48
1624815000000.0,23.75,31.91
1624818600000.0,22.18,26.52
1624822200000.0,20.29,20.88
1624825800000.0,18.42,18.53
1624829400000.0,17.3,17.74
1624833000000.0,16.01,15.85
1624836600000.0,14.33,13.89
1624840200000.0,13.3,12.9
1624843800000.0,12.53,12.15
1624847400000.0,12.43,12.67
1624851000000.0,12.31,12.7
1624854600000.0,12.35,12.85
1624858200000.0,12.67,13.83
1624861800000.0,13.38,15.92
1624865400000.0,14.01,18.01
1624869000000.0,15.24,20.56
1624872600000.0,16.97,23.59
1624876200000.0,18.39,26.2
1624879800000.0,18.7,26.43
1624883400000.0,20.71,32.8
1624887000000.0,21.84,40.34
1624890600000.0,23.14,42.42
1624894200000.0,22.93,32.53
1624897800000.0,21.48,27.91
1624901400000.0,20.63,25.15
1624905000000.0,20.55,24.32
1624908600000.0,19.76,22.07
1624912200000.0,18.04,18.98
1624915800000.0,15.96,15.85
1624919400000.0,13.95,13.41
1624923000000.0,12.67,11.74
1624926600000.0,11.86,10.74
1624930200000.0,12.65,11.87
1624933800000.0,11.97,11.49
1624937400000.0,11.38,10.97
1624941000000.0,11.25,10.84
1624944600000.0,13.4,12.71
1624948200000.0,15.49,16.19
1624951800000.0,16.82,20.29
1624955400000.0,18.22,25.66
1624959000000.0,20.07,31.47
1624962600000.0,20.26,34.15
1624966200000.0,21.32,37.02
1624969800000.0,21.47,40.08
1624973400000.0,23.12,42.41
1624977000000.0,24.24,43.64
1624980600000.0,25.98,42.91
1624984200000.0,25.63,36.89
1624987800000.0,24.02,32.66
1624991400000.0,21.17,24.93
1624995000000.0,18.94,19.59
1624998600000.0,17.32,17.01
1625002200000.0,15.78,15.19
1625005800000.0,14.15,13.42
1625009400000.0,13.57,12.71
1625013000000.0,12.82,12.05
1625016600000.0,12.85,12.35
1625020200000.0,12.47,12.55
1625023800000.0,12.3,13.18
1625027400000.0,12.39,13.79
1625031000000.0,12.76,15.08
1625034600000.0,13.45,17.37
1625038200000.0,16.62,23.4
1625041800000.0,21.04,30.73
1625045400000.0,23.8,38.3
1625049000000.0,23.9,40.35
1625052600000.0,26.12,44.96
1625056200000.0,25.61,43.08
1625059800000.0,26.12,46.72
1625063400000.0,28.06,52.43
1625067000000.0,28.15,47.57
1625070600000.0,27.95,44.1
1625074200000.0,27.53,40.25
1625077800000.0,23.8,30.59
1625081400000.0,20.5,23.79
1625085000000.0,18.36,19.74
1625088600000.0,17.24,18.35
1625092200000.0,16.8,17.67
1625095800000.0,15.37,15.0
1625099400000.0,13.78,13.22
1625103000000.0,13.13,12.38
1625106600000.0,12.13,11.5
1625110200000.0,11.08,10.67
1625113800000.0,11.03,10.53
1625117400000.0,13.11,13.71
1625121000000.0,13.54,18.03
1625124600000.0,14.16,19.25
1625128200000.0,16.77,24.64
1625131800000.0,18.77,29.28
1625135400000.0,21.21,36.25
1625139000000.0,23.05,41.69
1625142600000.0,24.1,47.8
1625146200000.0,24.01,45.85
1625149800000.0,24.75,46.84
1625153400000.0,27.43,49.91
1625157000000.0,26.6,43.29
1625160600000.0,26.78,39.14
1625164200000.0,22.88,29.61
1625167800000.0,17.97,18.51
1625171400000.0,15.53,15.23
1625175000000.0,13.67,12.84
1625178600000.0,12.98,12.92
1625182200000.0,13.59,14.94
1625185800000.0,13.85,15.3
1625189400000.0,13.84,15.51
1625193000000.0,13.87,15.64
1625196600000.0,13.68,15.1
1625200200000.0,13.6,15.17
1625203800000.0,14.47,16.94
1625207400000.0,15.6,19.01
1625211000000.0,15.79,18.81
1625214600000.0,15.75,19.27
1625218200000.0,19.14,28.72
1625221800000.0,20.46,30.11
1625225400000.0,21.91,34.32
1625229000000.0,19.12,25.9
1625232600000.0,18.32,23.76
1625236200000.0,17.37,20.79
1625239800000.0,15.27,17.42
1625243400000.0,16.51,20.46
1625247000000.0,16.68,20.04
1625250600000.0,16.81,19.72
1625254200000.0,16.28,17.91
1625257800000.0,15.4,16.04
1625261400000.0,15.13,15.42
1625265000000.0,13.99,14.43
1625268600000.0,13.65,14.47
1625272200000.0,13.9,14.67
1625275800000.0,14.14,14.9
1625279400000.0,14.18,15.01
1625283000000.0,14.49,15.29
1625286600000.0,14.92,15.72
1625290200000.0,15.29,16.53
1625293800000.0,15.62,16.96
1625297400000.0,16.38,19.22
1625301000000.0,17.27,22.53
1625304600000.0,17.82,24.84
1625308200000.0,19.08,27.33
1625311800000.0,21.08,30.78
1625315400000.0,22.14,35.64
1625319000000.0,23.05,40.46
1625322600000.0,22.17,32.99
1625326200000.0,21.25,29.73
1625329800000.0,21.32,29.78
1625333400000.0,20.5,27.57
1625337000000.0,18.19,22.44
1625340600000.0,17.04,19.13
1625344200000.0,15.81,16.88
1625347800000.0,15.28,16.14
1625351400000.0,14.77,15.54
1625355000000.0,14.38,14.86
1625358600000.0,14.41,15.07
1625362200000.0,14.43,15.52
1625365800000.0,14.35,15.28
1625369400000.0,14.24,15.13
1625373000000.0,14.31,15.15
1625376600000.0,14.32,15.56
1625380200000.0,14.54,16.48
1625383800000.0,15.69,18.78
1625387400000.0,17.07,21.57
1625391000000.0,19.82,26.73
1625394600000.0,22.61,34.76
1625398200000.0,22.23,35.28
1625401800000.0,21.77,34.77
1625405400000.0,21.24,31.17
1625409000000.0,19.32,28.86
1625412600000.0,19.05,28.89
1625416200000.0,15.96,21.33
1625419800000.0,15.24,19.17
1625423400000.0,14.87,18.76
1625427000000.0,14.93,17.78
1625430600000.0,13.76,14.21
1625434200000.0,11.35,10.27
1625437800000.0,10.51,9.37
1625441400000.0,9.2,8.45
1625445000000.0,9.25,9.61
1625448600000.0,9.59,9.67
1625452200000.0,9.61,9.85
1625455800000.0,8.45,8.24
1625459400000.0,8.8,9.52
1625463000000.0,11.72,13.03
1625466600000.0,15.16,16.47
1625470200000.0,21.75,26.0
1625473800000.0,20.92,30.2
1625477400000.0,20.79,32.32
1625481000000.0,21.88,38.96
1625484600000.0,19.18,27.34
1625488200000.0,18.95,27.23
1625491800000.0,20.33,32.61
1625495400000.0,20.01,31.06
1625499000000.0,19.93,31.05
1625502600000.0,17.89,24.86
1625506200000.0,17.74,24.47
1625509800000.0,16.96,21.8
1625513400000.0,16.3,20.1
1625517000000.0,14.5,16.45
1625520600000.0,13.29,14.32
1625524200000.0,13.68,14.55
1625527800000.0,12.56,12.43
1625531400000.0,11.68,10.86
1625535000000.0,12.24,11.84
1625538600000.0,11.66,11.29
1625542200000.0,11.87,12.26
1625545800000.0,11.93,12.59
1625549400000.0,11.79,12.92
1625553000000.0,11.51,12.88
1625556600000.0,12.32,14.75
1625560200000.0,13.53,16.68
1625563800000.0,14.68,18.28
1625567400000.0,15.83,19.81
1625571000000.0,16.63,21.98
1625574600000.0,18.37,27.03
1625578200000.0,19.18,28.76
1625581800000.0,18.62,24.95
1625585400000.0,19.57,28.34
1625589000000.0,19.01,26.2
1625592600000.0,17.33,20.42
1625596200000.0,16.46,18.53
1625599800000.0,15.97,17.82
1625603400000.0,15.5,16.87
1625607000000.0,14.44,15.24
1625610600000.0,13.48,14.2
1625614200000.0,13.25,14.23
1625617800000.0,13.2,14.21
1625621400000.0,13.11,14.04
1625625000000.0,12.74,13.55
1625628600000.0,12.93,13.88
1625632200000.0,13.2,14.14
1625635800000.0,14.32,14.09
1625639400000.0,15.56,16.73
1625643000000.0,17.28,20.43
1625646600000.0,20.33,28.77
1625653800000.0,21.61,35.02
1625657400000.0,21.55,33.55
1625661000000.0,21.41,32.8
1625664600000.0,21.66,40.49
1625668200000.0,22.7,43.11
1625671800000.0,23.61,40.92
1625675400000.0,23.41,37.14
1625679000000.0,20.88,28.04
1625682600000.0,20.5,26.31
1625686200000.0,17.69,18.73
1625689800000.0,16.03,16.42
1625693400000.0,14.09,13.64
1625697000000.0,13.86,13.92
1625700600000.0,14.09,14.46
1625704200000.0,13.78,14.04
1625707800000.0,12.83,13.08
1625711400000.0,12.71,13.91
1625715000000.0,11.79,12.23
1625718600000.0,12.25,13.58
1625722200000.0,13.53,16.0
1625725800000.0,14.59,18.4
1625729400000.0,15.87,22.21
1625733000000.0,16.89,24.77
1625736600000.0,16.72,23.98
1625740200000.0,18.03,27.12
1625743800000.0,18.93,27.73
1625747400000.0,18.23,25.3
1625751000000.0,18.3,26.79
1625754600000.0,20.47,30.65
1625758200000.0,19.61,29.44
1625761800000.0,18.67,25.06
1625765400000.0,17.57,22.48
1625769000000.0,16.68,20.35
1625772600000.0,15.56,17.76
1625776200000.0,14.79,16.51
1625779800000.0,14.38,15.78
1625783400000.0,14.07,15.39
1625787000000.0,13.85,15.28
1625790600000.0,13.47,14.92
1625794200000.0,13.43,14.93
1625797800000.0,13.46,14.77
1625801400000.0,13.29,14.6
1625805000000.0,13.45,14.82
1625808600000.0,14.01,15.88
1625812200000.0,15.44,18.99
1625815800000.0,16.08,19.07
1625819400000.0,15.21,17.07
1625823000000.0,14.86,17.05
1625826600000.0,14.34,16.68
1625830200000.0,14.7,17.17
1625833800000.0,15.31,17.97
1625837400000.0,16.05,18.84
1625841000000.0,17.54,20.94
1625844600000.0,17.21,21.09
1625848200000.0,18.5,24.41
1625851800000.0,18.49,23.63
1625855400000.0,17.59,21.65
1625859000000.0,17.03,19.2
1625862600000.0,16.19,17.12
1625866200000.0,15.25,15.65
1625869800000.0,15.48,16.43
1625873400000.0,15.04,15.87
1625877000000.0,15.04,16.01
1625880600000.0,14.81,15.66
1625884200000.0,14.65,15.57
1625887800000.0,14.75,15.71
1625891400000.0,14.67,15.68
1625895000000.0,14.82,16.24
1625898600000.0,15.39,17.33
1625902200000.0,16.35,19.09
1625905800000.0,16.43,19.85
1625909400000.0,17.0,21.81
1625913000000.0,19.65,29.68
1625916600000.0,20.43,32.23
1625920200000.0,21.37,35.78
1625923800000.0,21.39,33.79
1625927400000.0,21.35,30.42
1625931000000.0,20.31,28.05
1625934600000.0,20.05,26.78
1625938200000.0,19.29,24.55
1625941800000.0,17.36,19.82
1625945400000.0,16.28,17.76
1625949000000.0,15.32,16.65
1625952600000.0,14.01,14.72
1625956200000.0,13.91,14.55
1625959800000.0,14.13,14.81
1625963400000.0,14.18,15.14
1625967000000.0,14.12,15.07
1625970600000.0,14.37,15.29
1625974200000.0,14.75,15.65
1625977800000.0,13.88,14.94
1625981400000.0,13.63,15.28
1625985000000.0,14.18,16.71
1625988600000.0,15.11,19.41
1625992200000.0,16.3,23.02
1625995800000.0,18.98,31.79
1625999400000.0,19.69,33.8
1626003000000.0,22.59,38.15
1626006600000.0,21.14,29.47
1626010200000.0,21.85,32.68
1626013800000.0,23.58,37.99
1626017400000.0,21.98,32.52
1626021000000.0,19.38,22.95
1626024600000.0,20.67,27.32
1626028200000.0,18.18,22.89
1626031800000.0,16.58,18.85
1626035400000.0,15.5,16.79
1626039000000.0,14.53,15.63
1626042600000.0,14.05,15.05
1626046200000.0,13.41,14.11
1626049800000.0,13.76,14.38
1626053400000.0,13.47,14.59
1626057000000.0,13.85,14.85
1626060600000.0,14.23,14.96
1626064200000.0,14.45,15.22
1626067800000.0,15.11,15.63
1626071400000.0,15.98,17.75
1626075000000.0,16.85,20.3
1626078600000.0,18.09,23.78
1626082200000.0,20.56,29.84
1626085800000.0,20.99,29.86
1626089400000.0,22.78,37.55
1626093000000.0,22.34,32.03
1626096600000.0,23.9,39.84
1626100200000.0,23.26,35.72
1626103800000.0,23.33,34.35
1626107400000.0,25.01,37.43
1626111000000.0,21.54,27.47
1626114600000.0,21.75,28.68
1626118200000.0,18.97,21.82
1626121800000.0,17.0,18.19
1626125400000.0,16.03,17.04
1626129000000.0,15.51,16.32
1626132600000.0,14.81,15.14
1626136200000.0,13.93,14.03
1626139800000.0,12.86,12.33
1626143400000.0,12.24,11.6
1626147000000.0,12.03,12.38
1626150600000.0,13.28,14.74
1626154200000.0,16.45,18.18
1626157800000.0,16.38,20.32
1626161400000.0,17.85,23.9
1626165000000.0,19.4,26.87
1626168600000.0,21.8,33.85
1626172200000.0,21.25,33.21
1626175800000.0,21.93,33.95
1626179400000.0,22.12,33.33
1626183000000.0,22.95,33.89
1626186600000.0,23.09,33.94
1626190200000.0,23.07,31.5
1626193800000.0,22.45,29.78
1626197400000.0,22.72,29.89
1626201000000.0,22.77,28.23
1626204600000.0,19.42,21.25
1626208200000.0,18.26,19.59
1626211800000.0,17.17,17.95
1626215400000.0,15.8,16.08
1626219000000.0,15.02,15.2
1626222600000.0,14.6,14.44
1626226200000.0,14.88,15.48
1626229800000.0,13.94,13.69
1626233400000.0,12.65,12.23
1626237000000.0,12.46,12.12
1626240600000.0,15.32,14.31
1626244200000.0,18.91,20.94
1626247800000.0,17.45,22.6
1626251400000.0,17.94,23.91
1626255000000.0,18.32,24.67
1626258600000.0,20.36,30.81
1626262200000.0,22.14,33.92
1626265800000.0,23.9,41.29
1626269400000.0,25.62,44.25
1626273000000.0,23.78,34.86
1626276600000.0,23.46,31.63
1626280200000.0,23.77,31.99
1626283800000.0,23.42,29.32
1626287400000.0,24.97,31.59
1626291000000.0,22.65,24.38
1626294600000.0,20.16,20.25
1626298200000.0,17.79,18.17
1626301800000.0,17.06,18.51
1626305400000.0,16.82,18.16
1626309000000.0,16.58,18.05
1626312600000.0,16.44,18.18
1626316200000.0,16.52,18.15
1626319800000.0,16.51,17.75
1626323400000.0,16.43,17.75
1626327000000.0,16.38,18.33
1626330600000.0,16.97,20.02
1626334200000.0,17.93,22.84
1626337800000.0,20.26,28.78
1626341400000.0,21.38,31.33
1626345000000.0,22.85,37.05
1626348600000.0,23.06,41.37
1626352200000.0,24.25,45.02
1626355800000.0,26.17,47.57
1626359400000.0,27.97,45.33
1626363000000.0,25.28,34.38
1626366600000.0,24.33,31.78
1626370200000.0,23.56,29.41
1626373800000.0,22.72,26.72
1626377400000.0,21.25,22.42
1626381000000.0,19.34,19.96
1626384600000.0,17.79,18.3
1626388200000.0,17.21,18.17
1626391800000.0,16.63,17.79
1626395400000.0,16.19,17.42
1626399000000.0,15.79,17.25
1626402600000.0,15.42,16.87
1626406200000.0,14.77,16.16
1626409800000.0,14.36,15.86
1626413400000.0,14.3,16.36
1626417000000.0,15.39,19.14
1626420600000.0,17.99,22.53
1626424200000.0,22.15,30.44
1626427800000.0,24.58,37.86
1626431400000.0,24.21,42.42
1626435000000.0,25.42,47.96
1626438600000.0,28.47,55.79
1626442200000.0,29.11,46.52
1626445800000.0,28.37,41.61
1626449400000.0,28.07,39.33
1626453000000.0,29.88,43.76
1626456600000.0,31.17,44.06
1626460200000.0,27.82,35.32
1626463800000.0,23.13,24.52
1626467400000.0,20.84,20.96
1626471000000.0,19.12,18.52
1626474600000.0,17.9,17.38
1626478200000.0,16.91,16.65
1626481800000.0,15.79,15.39
1626485400000.0,15.05,14.81
1626489000000.0,14.25,14.11
1626492600000.0,14.05,13.83
1626496200000.0,13.73,13.62
1626499800000.0,16.75,16.03
1626503400000.0,22.12,22.31
1626507000000.0,27.15,30.17
1626510600000.0,29.51,38.23
1626514200000.0,28.77,41.52
1626517800000.0,26.81,44.53
1626521400000.0,26.55,45.95
1626525000000.0,26.96,47.58
1626528600000.0,27.8,50.55
1626532200000.0,28.42,50.49
1626535800000.0,29.9,49.19
1626539400000.0,31.0,47.39
1626543000000.0,31.29,43.77
1626546600000.0,27.58,34.65
1626550200000.0,23.43,23.68
1626553800000.0,21.48,20.84
1626557400000.0,18.67,18.11
1626561000000.0,16.97,16.48
1626564600000.0,15.67,15.11
1626568200000.0,15.06,14.42
1626571800000.0,14.17,13.62
1626575400000.0,13.58,12.95
1626579000000.0,12.73,12.25
1626582600000.0,12.75,12.23
1626586200000.0,14.9,14.01
1626589800000.0,20.07,20.26
1626593400000.0,23.56,27.27
1626597000000.0,28.82,37.29
1626600600000.0,29.17,43.19
1626604200000.0,28.89,50.44
1626607800000.0,28.49,52.16
1626611400000.0,28.54,53.06
1626615000000.0,29.75,55.69
1626618600000.0,31.35,55.88
1626622200000.0,33.4,54.27
1626625800000.0,34.03,51.71
1626629400000.0,32.62,45.28
1626633000000.0,27.97,34.59
1626636600000.0,23.45,23.8
1626640200000.0,21.5,20.81
1626643800000.0,19.16,18.28
1626647400000.0,17.31,16.69
1626651000000.0,16.16,15.58
1626654600000.0,15.13,14.66
1626658200000.0,14.38,13.96
1626661800000.0,13.83,13.43
1626665400000.0,13.12,12.74
1626669000000.0,12.95,12.47
1626672600000.0,13.76,15.43
1626676200000.0,16.04,20.31
1626679800000.0,17.88,24.06
1626683400000.0,24.74,35.23
1626687000000.0,28.0,44.05
1626690600000.0,26.28,45.86
1626694200000.0,27.79,51.92
1626697800000.0,28.01,52.83
1626701400000.0,28.95,54.61
1626705000000.0,29.81,53.94
1626708600000.0,31.18,51.32
1626712200000.0,32.02,48.27
1626715800000.0,31.98,44.44
1626719400000.0,28.24,35.01
1626723000000.0,23.95,24.29
1626726600000.0,21.9,21.39
1626730200000.0,19.72,18.88
1626733800000.0,18.05,17.27
1626737400000.0,16.91,16.31
1626741000000.0,16.42,16.78
1626744600000.0,16.34,17.55
1626748200000.0,16.46,18.07
1626751800000.0,16.47,18.19
1626755400000.0,16.82,18.62
1626759000000.0,17.17,19.54
1626762600000.0,18.33,22.12
1626766200000.0,19.72,25.7
1626769800000.0,21.65,30.24
1626773400000.0,25.26,37.87
1626777000000.0,25.36,44.24
1626780600000.0,27.58,51.46
1626784200000.0,27.87,52.78
1626787800000.0,28.38,53.11
1626791400000.0,29.78,53.18
1626795000000.0,31.26,50.37
1626798600000.0,31.31,47.18
1626802200000.0,30.09,41.48
1626805800000.0,27.23,32.72
1626809400000.0,23.51,24.05
1626813000000.0,21.84,21.27
1626816600000.0,19.6,18.77
1626820200000.0,17.18,16.78
1626823800000.0,16.66,16.33
1626827400000.0,15.9,15.53
1626831000000.0,15.29,15.06
1626834600000.0,14.86,14.69
1626838200000.0,14.62,14.62
1626841800000.0,14.04,13.92
1626845400000.0,16.12,16.37
1626849000000.0,21.76,24.92
1626852600000.0,23.6,28.4
1626856200000.0,25.43,33.32
1626859800000.0,28.44,41.25
1626863400000.0,27.25,42.5
1626867000000.0,27.86,46.82
