# time,airtemp,celltemp
1632731400000.0,10.98,14.52
1632735000000.0,12.75,19.37
1632738600000.0,15.14,22.53
1632742200000.0,14.67,23.87
1632745800000.0,13.2,21.35
1632749400000.0,14.44,25.31
1632753000000.0,16.65,29.64
1632756600000.0,15.22,24.41
1632760200000.0,12.12,15.7
1632763800000.0,12.58,12.11
1632767400000.0,10.92,10.08
1632771000000.0,10.08,9.12
1632774600000.0,9.73,9.24
1632778200000.0,9.16,8.59
1632781800000.0,9.04,8.85
1632785400000.0,8.84,9.12
1632789000000.0,10.0,10.54
1632792600000.0,10.82,11.06
1632796200000.0,9.61,10.55
1632799800000.0,8.82,9.79
1632803400000.0,8.63,9.63
1632807000000.0,8.55,9.4
1632810600000.0,8.21,8.92
1632814200000.0,8.67,10.2
1632817800000.0,10.07,12.35
1632821400000.0,12.88,18.57
1632825000000.0,13.62,22.84
1632828600000.0,12.2,22.88
1632832200000.0,13.37,24.99
1632835800000.0,13.25,23.19
1632839400000.0,13.88,25.55
1632843000000.0,12.95,18.11
1632846600000.0,9.97,14.87
1632850200000.0,9.75,10.05
1632853800000.0,9.4,8.56
1632857400000.0,8.09,7.0
1632861000000.0,7.82,6.72
1632864600000.0,7.19,6.36
1632868200000.0,6.46,5.86
1632871800000.0,6.99,6.62
1632875400000.0,7.35,6.31
1632879000000.0,7.4,6.63
1632882600000.0,6.91,5.73
1632886200000.0,5.95,4.73
1632889800000.0,5.52,4.54
1632893400000.0,5.29,4.5
1632897000000.0,4.56,3.7
1632900600000.0,6.91,6.16
1632904200000.0,10.5,11.93
1632907800000.0,13.22,19.5
1632911400000.0,15.7,26.7
1632915000000.0,14.83,24.22
1632918600000.0,15.83,27.31
1632922200000.0,16.85,26.72
1632925800000.0,16.9,25.59
1632929400000.0,15.55,20.24
1632933000000.0,14.25,16.63
1632936600000.0,11.72,12.55
1632940200000.0,11.96,12.25
1632943800000.0,12.58,12.22
1632947400000.0,12.55,12.34
1632951000000.0,13.72,13.58
1632954600000.0,14.01,13.73
1632958200000.0,13.5,13.65
1632961800000.0,14.15,14.2
1632965400000.0,14.54,14.77
1632969000000.0,14.89,15.38
1632972600000.0,15.15,15.74
1632976200000.0,15.19,15.77
1632979800000.0,15.16,15.78
1632983400000.0,14.91,15.58
1632987000000.0,15.07,16.29
1632990600000.0,15.41,18.36
1632994200000.0,16.62,20.64
1632997800000.0,18.18,24.12
1633001400000.0,18.61,27.04
1633005000000.0,17.85,24.08
1633008600000.0,17.08,21.61
1633012200000.0,16.5,21.03
1633015800000.0,16.28,19.58
1633019400000.0,15.6,17.87
1633023000000.0,15.23,16.23
1633026600000.0,14.74,14.85
1633030200000.0,14.5,14.53
1633033800000.0,13.63,14.06
1633037400000.0,13.75,14.1
1633041000000.0,13.98,13.82
1633044600000.0,13.13,13.45
1633048200000.0,12.58,13.03
1633051800000.0,11.55,11.33
1633055400000.0,10.84,10.74
1633059000000.0,10.64,10.3
1633062600000.0,9.99,8.79
1633066200000.0,8.68,7.27
1633069800000.0,8.76,7.47
1633073400000.0,9.72,8.99
1633077000000.0,11.93,12.98
1633080600000.0,14.01,19.15
1633084200000.0,15.28,24.15
1633087800000.0,15.84,26.55
1633091400000.0,15.31,25.56
1633095000000.0,15.2,26.55
1633098600000.0,12.72,21.92
1633102200000.0,15.58,25.65
1633105800000.0,14.51,19.85
1633109400000.0,12.9,14.58
1633113000000.0,10.77,10.47
1633116600000.0,9.68,8.79
1633120200000.0,8.98,8.13
1633123800000.0,8.21,8.25
1633127400000.0,8.84,9.24
1633131000000.0,8.77,8.69
1633134600000.0,8.23,8.4
1633138200000.0,8.63,9.16
1633141800000.0,10.11,10.71
1633145400000.0,10.74,11.17
1633149000000.0,10.36,10.75
1633152600000.0,10.09,10.53
1633156200000.0,9.7,10.43
1633159800000.0,10.16,11.87
1633163400000.0,11.73,14.88
1633167000000.0,12.7,18.2
1633170600000.0,14.17,21.76
1633174200000.0,15.05,24.16
1633177800000.0,15.33,24.04
1633181400000.0,15.25,26.43
1633185000000.0,14.72,25.05
1633188600000.0,13.54,23.58
1633192200000.0,12.5,16.81
1633195800000.0,10.4,9.86
1633199400000.0,8.93,7.85
1633203000000.0,7.22,6.09
1633206600000.0,6.03,4.83
1633210200000.0,4.65,3.46
1633213800000.0,4.49,3.9
1633217400000.0,6.53,5.69
1633221000000.0,7.75,7.5
1633224600000.0,8.03,7.34
1633228200000.0,9.17,8.56
1633231800000.0,9.25,9.27
1633235400000.0,9.16,9.35
1633239000000.0,9.17,9.53
1633242600000.0,9.01,9.03
1633246200000.0,9.74,10.35
1633249800000.0,11.34,12.82
1633253400000.0,14.44,18.73
1633257000000.0,15.95,24.42
1633260600000.0,16.05,26.06
1633264200000.0,14.74,23.66
1633267800000.0,17.02,29.55
1633271400000.0,15.52,23.97
1633275000000.0,13.53,20.62
1633278600000.0,11.3,13.84
1633282200000.0,10.47,10.9
1633285800000.0,8.92,8.7
1633289400000.0,8.33,7.74
1633293000000.0,7.83,7.23
1633296600000.0,7.45,6.79
1633300200000.0,6.8,6.33
1633303800000.0,6.31,6.17
1633307400000.0,5.91,5.45
1633311000000.0,5.12,4.78
1633314600000.0,4.84,4.77
1633318200000.0,4.99,4.43
1633321800000.0,4.53,4.2
1633325400000.0,4.05,3.84
1633329000000.0,4.28,4.87
1633332600000.0,6.1,7.61
1633336200000.0,8.75,11.96
1633339800000.0,11.55,17.79
1633343400000.0,15.05,21.21
1633347000000.0,12.45,15.52
1633350600000.0,12.87,15.84
1633354200000.0,12.23,14.11
1633357800000.0,10.83,12.54
1633361400000.0,12.29,18.68
1633365000000.0,11.95,15.6
1633368600000.0,11.3,12.37
1633372200000.0,9.94,10.09
1633375800000.0,10.08,10.72
1633379400000.0,9.61,9.92
1633383000000.0,8.63,8.42
1633386600000.0,8.08,7.78
1633390200000.0,7.73,7.21
1633393800000.0,7.6,6.98
1633397400000.0,8.24,7.95
1633401000000.0,7.84,7.21
1633404600000.0,7.4,6.52
1633408200000.0,7.61,6.96
1633411800000.0,7.66,6.9
1633415400000.0,7.83,7.02
1633419000000.0,9.59,9.29
1633422600000.0,12.07,13.37
1633426200000.0,14.01,18.47
1633429800000.0,15.1,23.17
1633433400000.0,14.29,23.31
1633437000000.0,14.05,24.52
1633440600000.0,15.03,24.63
1633444200000.0,15.97,26.75
1633447800000.0,15.4,24.96
1633451400000.0,14.22,16.58
1633455000000.0,12.71,12.72
1633458600000.0,11.25,10.75
1633462200000.0,9.63,8.75
1633465800000.0,8.59,7.62
1633469400000.0,7.72,7.34
1633473000000.0,8.76,8.95
1633476600000.0,8.52,9.35
1633480200000.0,8.33,9.26
1633483800000.0,8.09,9.13
1633487400000.0,8.43,9.91
1633491000000.0,8.7,10.33
1633494600000.0,8.84,10.38
1633498200000.0,9.42,11.0
1633501800000.0,10.03,11.47
1633505400000.0,11.1,12.93
1633509000000.0,12.59,15.95
1633512600000.0,13.78,18.18
1633516200000.0,13.83,16.31
1633519800000.0,14.42,16.62
1633523400000.0,15.88,18.67
1633527000000.0,16.41,18.99
1633530600000.0,17.18,21.04
1633534200000.0,16.98,20.04
1633537800000.0,16.39,18.91
1633541400000.0,15.98,17.63
1633545000000.0,15.7,16.6
1633548600000.0,15.66,16.52
1633552200000.0,15.46,16.4
1633555800000.0,15.28,15.94
1633559400000.0,15.18,15.82
1633563000000.0,15.34,15.94
1633566600000.0,15.47,16.15
1633570200000.0,15.83,16.45
1633573800000.0,15.85,16.45
1633577400000.0,16.02,16.63
1633581000000.0,15.95,16.59
1633584600000.0,16.05,16.64
1633588200000.0,16.08,16.64
1633591800000.0,16.23,17.12
1633595400000.0,16.72,18.22
1633599000000.0,17.25,19.34
1633602600000.0,16.84,17.98
1633606200000.0,18.19,21.64
1633609800000.0,17.69,19.7
1633613400000.0,17.19,18.8
1633617000000.0,16.52,17.85
1633620600000.0,16.14,17.36
1633624200000.0,15.87,16.63
1633627800000.0,15.81,16.2
1633631400000.0,15.69,16.2
1633635000000.0,15.64,16.23
1633638600000.0,15.69,16.33
1633642200000.0,15.6,16.28
1633645800000.0,15.64,16.31
1633649400000.0,15.65,16.36
1633653000000.0,15.56,16.24
1633656600000.0,15.6,16.29
1633660200000.0,15.6,16.27
1633663800000.0,15.54,16.21
1633667400000.0,15.5,16.22
1633671000000.0,15.42,16.13
1633674600000.0,15.44,16.46
1633678200000.0,15.55,16.87
1633681800000.0,15.91,18.32
1633685400000.0,16.3,19.74
1633689000000.0,17.47,21.1
1633692600000.0,17.31,20.53
1633696200000.0,17.25,20.57
1633699800000.0,18.14,23.6
1633703400000.0,17.64,21.72
1633707000000.0,17.81,22.48
1633710600000.0,16.65,18.69
1633714200000.0,16.07,17.43
1633717800000.0,15.85,16.94
1633721400000.0,15.79,16.86
1633725000000.0,15.85,16.93
1633728600000.0,15.8,16.93
1633732200000.0,15.72,16.92
1633735800000.0,15.38,16.19
1633739400000.0,14.84,15.51
1633743000000.0,14.72,15.4
1633746600000.0,14.5,15.21
1633750200000.0,14.45,15.18
1633753800000.0,14.57,15.29
1633757400000.0,14.49,15.35
1633761000000.0,14.46,15.62
1633764600000.0,14.67,16.25
1633768200000.0,15.29,18.38
1633771800000.0,16.13,21.02
1633775400000.0,16.13,20.18
1633779000000.0,16.27,21.22
1633782600000.0,17.15,25.11
1633786200000.0,18.86,30.09
1633789800000.0,19.02,28.4
1633793400000.0,18.55,27.52
1633797000000.0,17.72,20.85
1633800600000.0,16.07,15.69
1633804200000.0,13.8,12.83
1633807800000.0,13.09,12.27
1633811400000.0,11.51,10.33
1633815000000.0,10.43,9.07
1633818600000.0,10.5,9.69
1633822200000.0,11.27,12.13
1633825800000.0,11.54,12.74
1633829400000.0,10.41,9.77
1633833000000.0,9.25,8.23
1633836600000.0,8.24,7.38
1633840200000.0,7.17,6.61
1633843800000.0,6.44,5.93
1633847400000.0,6.73,6.19
1633851000000.0,7.57,7.75
1633854600000.0,10.61,12.21
1633858200000.0,13.17,18.28
1633861800000.0,14.64,21.87
1633865400000.0,15.97,26.1
1633869000000.0,16.73,29.37
1633872600000.0,17.15,29.46
1633876200000.0,16.97,28.07
1633879800000.0,16.62,25.12
1633883400000.0,15.6,18.14
1633887000000.0,13.93,13.56
1633890600000.0,10.88,9.97
1633894200000.0,9.03,8.08
1633897800000.0,8.42,7.34
1633901400000.0,8.03,6.93
1633905000000.0,7.98,6.86
1633908600000.0,6.65,5.96
1633912200000.0,5.83,5.29
1633915800000.0,5.58,5.15
1633919400000.0,5.12,4.79
1633923000000.0,4.39,4.01
1633926600000.0,3.75,3.42
1633930200000.0,3.64,3.43
1633933800000.0,3.82,4.04
1633937400000.0,4.55,5.59
1633941000000.0,6.51,9.51
1633944600000.0,8.72,15.36
1633948200000.0,12.41,22.41
1633951800000.0,14.63,28.05
1633955400000.0,16.43,29.16
1633959000000.0,18.14,32.31
1633962600000.0,17.32,30.03
1633966200000.0,17.56,29.52
1633969800000.0,16.14,19.92
1633973400000.0,14.14,13.56
1633977000000.0,11.2,10.56
1633980600000.0,10.24,9.26
1633984200000.0,8.56,7.77
1633987800000.0,7.41,6.91
1633991400000.0,6.77,6.2
1633995000000.0,5.98,5.73
1633998600000.0,5.52,5.05
1634002200000.0,5.54,5.78
1634005800000.0,5.64,6.58
1634009400000.0,6.34,7.79
1634013000000.0,6.27,7.77
1634016600000.0,5.92,7.47
1634020200000.0,5.23,6.56
1634023800000.0,4.79,5.83
1634027400000.0,6.65,10.17
1634031000000.0,9.08,14.61
1634034600000.0,12.0,20.22
1634038200000.0,14.26,22.78
1634041800000.0,15.67,23.38
1634045400000.0,16.22,24.31
1634049000000.0,16.31,23.01
1634052600000.0,15.79,20.06
1634056200000.0,15.21,18.14
1634059800000.0,13.91,15.2
1634063400000.0,11.1,10.98
1634067000000.0,10.12,9.68
1634070600000.0,8.59,8.07
1634074200000.0,7.17,6.8
1634077800000.0,6.06,5.79
1634081400000.0,5.59,5.41
1634085000000.0,6.21,7.29
1634088600000.0,7.27,8.87
1634092200000.0,7.8,9.44
1634095800000.0,7.53,8.87
1634099400000.0,7.33,8.93
1634103000000.0,7.33,8.86
1634106600000.0,7.08,8.73
1634110200000.0,7.49,9.55
1634113800000.0,9.16,11.88
1634117400000.0,10.66,14.27
1634121000000.0,13.49,21.12
1634124600000.0,15.01,22.45
