# time, west PV power
1629513000000.00,0.00
1629516600000.00,0.00
1629520200000.00,0.00
1629523800000.00,3.91
1629527400000.00,110.46
1629531000000.00,173.66
1629534600000.00,913.08
1629538200000.00,1156.03
1629541800000.00,1155.62
1629545400000.00,786.13
1629549000000.00,1656.48
1629552600000.00,1173.62
1629556200000.00,1125.21
1629559800000.00,1180.15
1629563400000.00,623.22
1629567000000.00,388.14
1629570600000.00,141.18
1629574200000.00,27.87
1629577800000.00,0.00
1629581400000.00,0.00
1629585000000.00,0.01
1629588600000.00,0.00
1629592200000.00,0.00
1629595800000.00,0.00
1629599400000.00,0.00
1629603000000.00,0.00
1629606600000.00,0.00
1629610200000.00,11.03
1629613800000.00,312.37
1629617400000.00,836.10
1629621000000.00,1186.53
1629624600000.00,1080.81
1629628200000.00,819.68
1629631800000.00,673.40
1629635400000.00,652.56
1629639000000.00,275.07
1629642600000.00,346.67
1629646200000.00,612.30
1629649800000.00,507.86
1629653400000.00,231.87
1629657000000.00,69.18
1629660600000.00,13.23
1629664200000.00,0.00
1629667800000.00,0.00
1629671400000.00,0.00
1629675000000.00,0.00
1629678600000.00,0.00
1629682200000.00,0.00
1629685800000.00,0.00
1629689400000.00,0.00
1629693000000.00,0.00
1629696600000.00,6.18
1629700200000.00,111.92
1629703800000.00,466.55
1629707400000.00,710.19
1629711000000.00,626.72
1629714600000.00,858.99
1629718200000.00,1000.20
1629721800000.00,1194.34
1629725400000.00,1413.10
1629729000000.00,1376.89
1629732600000.00,991.73
1629736200000.00,623.96
1629739800000.00,249.05
1629743400000.00,114.23
1629747000000.00,0.00
1629750600000.00,0.00
1629754200000.00,0.00
1629757800000.00,0.00
1629761400000.00,0.00
1629765000000.00,0.00
1629768600000.00,0.00
1629772200000.00,0.00
1629775800000.00,0.00
1629779400000.00,0.00
1629783000000.00,0.00
1629786600000.00,202.80
1629790200000.00,252.45
1629793800000.00,453.53
1629797400000.00,1071.22
1629801000000.00,1526.16
1629804600000.00,1870.75
1629808200000.00,1828.91
1629811800000.00,1140.36
1629815400000.00,1307.46
1629819000000.00,943.96
1629822600000.00,558.47
1629826200000.00,191.37
1629829800000.00,80.12
1629833400000.00,0.00
1629837000000.00,0.00
1629840600000.00,0.00
1629844200000.00,0.00
1629847800000.00,0.00
1629851400000.00,0.00
1629855000000.00,0.00
1629858600000.00,0.00
1629862200000.00,0.00
1629865800000.00,0.00
1629869400000.00,0.00
1629873000000.00,139.25
1629876600000.00,715.23
1629880200000.00,1136.91
1629883800000.00,926.19
1629887400000.00,1752.67
1629891000000.00,1229.48
1629894600000.00,1495.04
1629898200000.00,1619.36
1629901800000.00,1259.31
1629905400000.00,757.09
1629909000000.00,631.69
1629912600000.00,223.92
1629916200000.00,100.34
1629919800000.00,35.67
1629923400000.00,0.00
1629927000000.00,0.00
1629930600000.00,0.00
1629934200000.00,0.00
1629937800000.00,0.00
1629941400000.00,0.00
1629945000000.00,0.00
1629948600000.00,0.00
1629952200000.00,0.00
1629955800000.00,0.00
1629959400000.00,270.44
1629963000000.00,700.16
1629966600000.00,1081.81
1629970200000.00,1390.76
1629973800000.00,1575.82
1629977400000.00,1672.89
1629981000000.00,1540.64
1629984600000.00,1489.51
1629988200000.00,1256.75
1629991800000.00,944.27
1629995400000.00,586.49
1629999000000.00,217.15
1630002600000.00,94.90
1630006200000.00,33.85
1630009800000.00,0.00
1630013400000.00,0.00
1630017000000.00,0.00
1630020600000.00,0.00
1630024200000.00,0.00
1630027800000.00,0.00
1630031400000.00,0.00
1630035000000.00,0.00
1630038600000.00,0.00
1630042200000.00,0.00
1630045800000.00,145.72
1630049400000.00,551.83
1630053000000.00,1125.42
1630056600000.00,1272.18
1630060200000.00,1193.96
1630063800000.00,1542.41
1630067400000.00,1362.72
1630071000000.00,1586.41
1630074600000.00,1327.97
1630078200000.00,977.75
1630081800000.00,618.99
1630085400000.00,202.92
1630089000000.00,99.27
1630092600000.00,32.07
1630096200000.00,0.00
1630099800000.00,0.00
1630103400000.00,0.00
1630107000000.00,0.00
1630110600000.00,0.00
1630114200000.00,0.00
1630117800000.00,0.00
1630121400000.00,0.00
1630125000000.00,0.00
1630128600000.00,0.00
1630132200000.00,152.70
1630135800000.00,353.09
1630139400000.00,676.90
1630143000000.00,1430.57
1630146600000.00,1026.87
1630150200000.00,1146.63
1630153800000.00,1357.87
1630157400000.00,1277.81
1630161000000.00,1232.85
1630164600000.00,753.76
1630168200000.00,521.54
1630171800000.00,197.74
1630175400000.00,98.91
1630179000000.00,30.73
1630182600000.00,0.00
1630186200000.00,0.00
1630189800000.00,0.00
1630193400000.00,0.00
1630197000000.00,0.00
1630200600000.00,0.00
1630204200000.00,0.00
1630207800000.00,0.00
1630211400000.00,0.00
1630215000000.00,0.00
1630218600000.00,114.49
1630222200000.00,307.06
1630225800000.00,662.46
1630229400000.00,1414.31
1630233000000.00,1613.14
1630236600000.00,1670.82
1630240200000.00,1633.55
1630243800000.00,1455.95
1630247400000.00,1099.92
1630251000000.00,931.49
1630254600000.00,536.40
1630258200000.00,194.18
1630261800000.00,106.02
1630265400000.00,0.00
1630269000000.00,0.00
1630272600000.00,0.00
1630276200000.00,0.00
1630279800000.00,0.00
1630283400000.00,0.00
1630287000000.00,0.00
1630290600000.00,0.00
1630294200000.00,0.00
1630297800000.00,0.00
1630301400000.00,0.00
1630305000000.00,105.23
1630308600000.00,286.75
1630312200000.00,918.43
1630315800000.00,1380.28
1630319400000.00,717.32
1630323000000.00,534.36
1630326600000.00,590.83
1630330200000.00,487.37
1630333800000.00,906.98
1630337400000.00,569.30
1630341000000.00,511.09
1630344600000.00,282.29
1630348200000.00,116.77
1630351800000.00,0.00
1630355400000.00,0.00
1630359000000.00,0.00
1630362600000.00,0.00
1630366200000.00,0.00
1630369800000.00,0.00
1630373400000.00,0.00
1630377000000.00,0.00
1630380600000.00,0.00
1630384200000.00,0.00
1630387800000.00,0.00
1630391400000.00,69.17
1630395000000.00,164.43
1630398600000.00,321.82
1630402200000.00,581.55
1630405800000.00,686.00
1630409400000.00,480.90
1630413000000.00,442.44
1630416600000.00,485.83
1630420200000.00,498.40
1630423800000.00,577.24
1630427400000.00,452.30
1630431000000.00,231.18
1630434600000.00,66.79
1630438200000.00,0.00
1630441800000.00,0.00
1630445400000.00,0.00
1630449000000.00,0.00
1630452600000.00,0.00
1630456200000.00,0.00
1630459800000.00,0.00
1630463400000.00,0.00
1630467000000.00,0.00
1630470600000.00,0.00
1630474200000.00,0.00
1630477800000.00,0.00
1630481400000.00,59.37
1630485000000.00,90.93
1630488600000.00,136.49
1630492200000.00,221.55
1630495800000.00,317.35
1630499400000.00,466.21
1630503000000.00,633.37
1630506600000.00,620.53
1630510200000.00,554.81
1630513800000.00,455.93
1630517400000.00,261.99
1630521000000.00,79.19
1630524600000.00,0.00
1630528200000.00,0.00
1630531800000.00,0.00
1630535400000.00,0.00
1630539000000.00,0.00
1630542600000.00,0.00
1630546200000.00,0.00
1630549800000.00,0.00
1630553400000.00,0.00
1630557000000.00,0.00
1630560600000.00,0.00
1630564200000.00,34.00
1630567800000.00,158.43
1630571400000.00,333.45
1630575000000.00,441.36
1630578600000.00,852.48
1630582200000.00,666.36
1630585800000.00,555.18
1630589400000.00,668.22
1630593000000.00,560.95
1630596600000.00,508.62
1630600200000.00,480.47
1630603800000.00,228.89
1630607400000.00,63.57
1630611000000.00,0.00
1630614600000.00,0.00
1630618200000.00,0.00
1630621800000.00,0.00
1630625400000.00,0.00
1630629000000.00,0.00
1630632600000.00,0.00
1630636200000.00,0.00
1630639800000.00,0.00
1630643400000.00,0.00
1630647000000.00,0.00
1630650600000.00,41.05
1630654200000.00,171.10
1630657800000.00,272.05
1630661400000.00,558.85
1630665000000.00,656.15
1630668600000.00,657.31
1630672200000.00,557.24
1630675800000.00,538.60
1630679400000.00,533.61
1630683000000.00,244.95
1630686600000.00,209.15
1630690200000.00,128.67
1630693800000.00,37.23
1630697400000.00,0.00
1630701000000.00,0.00
1630704600000.00,0.00
1630708200000.00,0.00
1630711800000.00,0.00
1630715400000.00,0.00
1630719000000.00,0.00
1630722600000.00,0.00
1630726200000.00,0.00
1630729800000.00,0.00
1630733400000.00,0.00
1630737000000.00,102.40
1630740600000.00,142.99
1630744200000.00,193.63
1630747800000.00,294.59
1630751400000.00,473.47
1630755000000.00,881.09
1630758600000.00,823.76
1630762200000.00,612.77
1630765800000.00,450.42
1630769400000.00,0.00
1630773000000.00,0.00
1630776600000.00,0.00
1630780200000.00,0.00
1630783800000.00,0.00
1630787400000.00,0.00
1630791000000.00,0.00
1630794600000.00,0.00
1630798200000.00,0.00
1630801800000.00,0.00
1630805400000.00,0.00
1630809000000.00,0.00
1630812600000.00,0.00
1630816200000.00,0.00
1630819800000.00,0.00
1630823400000.00,0.00
1630827000000.00,0.00
1630830600000.00,0.00
1630834200000.00,0.00
1630837800000.00,0.00
1630841400000.00,0.00
1630845000000.00,0.00
1630848600000.00,0.00
1630852200000.00,0.00
1630855800000.00,0.00
1630859400000.00,0.00
1630863000000.00,0.00
1630866600000.00,0.00
1630870200000.00,0.00
1630873800000.00,0.00
1630877400000.00,0.00
1630881000000.00,0.00
1630884600000.00,0.00
1630888200000.00,0.00
1630891800000.00,0.00
1630895400000.00,0.00
1630899000000.00,0.00
1630902600000.00,0.00
1630906200000.00,0.00
1630909800000.00,0.00
1630913400000.00,0.00
1630917000000.00,0.00
1630920600000.00,385.46
1630924200000.00,611.52
1630927800000.00,843.37
1630931400000.00,1081.68
1630935000000.00,1341.59
1630938600000.00,1136.29
1630942200000.00,818.43
1630945800000.00,420.37
1630949400000.00,151.27
1630953000000.00,69.71
1630956600000.00,0.00
1630960200000.00,0.00
1630963800000.00,0.00
1630967400000.00,0.00
1630971000000.00,0.00
1630974600000.00,0.00
1630978200000.00,0.00
1630981800000.00,0.00
1630985400000.00,0.00
1630989000000.00,0.00
1630992600000.00,0.00
1630996200000.00,247.68
1630999800000.00,606.72
1631003400000.00,1020.23
1631007000000.00,1325.81
1631010600000.00,1503.71
1631014200000.00,1571.16
1631017800000.00,1529.47
1631021400000.00,1404.80
1631025000000.00,1142.09
1631028600000.00,728.20
1631032200000.00,484.68
1631035800000.00,238.85
1631039400000.00,57.85
1631043000000.00,0.00
1631046600000.00,0.00
1631050200000.00,0.00
1631053800000.00,0.00
1631057400000.00,0.00
1631061000000.00,0.00
1631064600000.00,0.00
1631068200000.00,0.00
1631071800000.00,0.00
1631075400000.00,0.00
1631079000000.00,0.00
1631082600000.00,60.71
1631086200000.00,95.56
1631089800000.00,278.66
1631093400000.00,382.55
1631097000000.00,264.21
1631100600000.00,452.73
1631104200000.00,586.43
1631107800000.00,296.29
1631111400000.00,249.67
1631115000000.00,197.88
1631118600000.00,113.04
1631122200000.00,51.01
1631125800000.00,0.00
1631129400000.00,0.00
1631133000000.00,0.00
1631136600000.00,0.00
1631140200000.00,0.00
1631143800000.00,0.00
1631147400000.00,0.00
1631151000000.00,0.00
1631154600000.00,0.00
1631158200000.00,0.00
1631161800000.00,0.00
1631165400000.00,0.00
1631169000000.00,137.66
1631172600000.00,264.24
1631176200000.00,434.76
1631179800000.00,395.76
1631183400000.00,423.36
1631187000000.00,508.92
1631190600000.00,742.11
1631194200000.00,788.59
1631197800000.00,861.28
1631201400000.00,612.31
1631205000000.00,350.83
1631208600000.00,148.60
1631212200000.00,38.98
1631215800000.00,0.00
1631219400000.00,0.00
1631223000000.00,0.00
1631226600000.00,0.00
1631230200000.00,0.00
1631233800000.00,0.00
1631237400000.00,0.00
1631241000000.00,0.00
1631244600000.00,0.00
1631248200000.00,0.00
1631251800000.00,0.00
1631255400000.00,31.60
1631259000000.00,136.85
1631262600000.00,619.29
1631266200000.00,806.70
1631269800000.00,1248.33
1631273400000.00,1419.48
1631277000000.00,1298.00
1631280600000.00,801.35
1631284200000.00,669.23
1631287800000.00,612.51
1631291400000.00,491.46
1631295000000.00,217.04
1631298600000.00,92.50
1631302200000.00,0.00
1631305800000.00,0.00
1631309400000.00,0.00
1631313000000.00,0.00
1631316600000.00,0.00
1631320200000.00,0.00
1631323800000.00,0.00
1631327400000.00,0.00
1631331000000.00,0.00
1631334600000.00,0.00
1631338200000.00,0.00
1631341800000.00,60.29
1631345400000.00,282.89
1631349000000.00,667.04
1631352600000.00,1108.23
1631356200000.00,1043.20
1631359800000.00,625.47
1631363400000.00,678.68
1631367000000.00,660.01
1631370600000.00,571.10
1631374200000.00,413.10
1631377800000.00,351.03
1631381400000.00,157.71
1631385000000.00,37.15
1631388600000.00,0.00
1631392200000.00,0.00
1631395800000.00,0.00
1631399400000.00,0.00
1631403000000.00,0.00
1631406600000.00,0.00
1631410200000.00,0.00
1631413800000.00,0.00
1631417400000.00,0.00
1631421000000.00,0.00
1631424600000.00,0.00
1631428200000.00,0.00
1631431800000.00,42.25
1631435400000.00,92.34
1631439000000.00,214.09
1631442600000.00,223.08
1631446200000.00,257.45
1631449800000.00,338.17
1631453400000.00,411.56
1631457000000.00,429.82
1631460600000.00,365.30
1631464200000.00,232.29
1631467800000.00,205.86
1631471400000.00,90.93
1631475000000.00,0.00
1631478600000.00,0.00
1631482200000.00,0.00
1631485800000.00,0.00
1631489400000.00,0.00
1631493000000.00,0.00
1631496600000.00,0.00
1631500200000.00,0.00
1631503800000.00,0.00
1631507400000.00,0.00
1631511000000.00,0.00
1631514600000.00,0.00
1631518200000.00,76.29
1631521800000.00,306.04
1631525400000.00,538.51
1631529000000.00,556.29
1631532600000.00,551.06
1631536200000.00,551.09
1631539800000.00,320.73
1631543400000.00,285.26
1631547000000.00,277.30
1631550600000.00,332.22
1631554200000.00,217.82
1631557800000.00,64.52
1631561400000.00,0.00
1631565000000.00,0.00
1631568600000.00,0.00
1631572200000.00,0.00
1631575800000.00,0.00
1631579400000.00,0.00
1631583000000.00,0.00
1631586600000.00,0.00
1631590200000.00,0.00
1631593800000.00,0.00
1631597400000.00,0.00
1631601000000.00,26.08
1631604600000.00,150.01
1631608200000.00,202.71
1631611800000.00,201.81
1631615400000.00,155.58
1631619000000.00,257.01
1631622600000.00,499.93
1631626200000.00,506.90
1631629800000.00,265.99
1631633400000.00,323.41
1631637000000.00,201.97
1631640600000.00,147.90
1631644200000.00,47.49
1631647800000.00,0.00
1631651400000.00,0.00
1631655000000.00,0.00
1631658600000.00,0.00
1631662200000.00,0.00
1631665800000.00,0.00
1631669400000.00,0.00
1631673000000.00,0.00
1631676600000.00,0.00
1631680200000.00,0.00
1631683800000.00,0.00
1631687400000.00,49.47
1631691000000.00,216.81
1631694600000.00,554.45
1631698200000.00,1221.73
1631701800000.00,971.49
1631705400000.00,925.74
