# time, west PV power
1631982600000.00,90.76
1631986200000.00,72.03
1631989800000.00,0.00
1631993400000.00,0.00
1631997000000.00,0.00
1632000600000.00,0.00
1632004200000.00,0.00
1632007800000.00,0.00
1632011400000.00,0.00
1632015000000.00,0.00
1632018600000.00,0.00
1632022200000.00,0.00
1632025800000.00,0.00
1632029400000.00,0.00
1632033000000.00,161.00
1632036600000.00,576.31
1632040200000.00,985.09
1632043800000.00,1282.26
1632047400000.00,1469.02
1632051000000.00,1270.71
1632054600000.00,1144.39
1632058200000.00,948.34
1632061800000.00,1026.64
1632065400000.00,679.89
1632069000000.00,321.03
1632072600000.00,134.57
1632076200000.00,37.16
1632079800000.00,0.00
1632083400000.00,0.00
1632087000000.00,0.00
1632090600000.00,0.00
1632094200000.00,0.00
1632097800000.00,0.00
1632101400000.00,0.00
1632105000000.00,0.00
1632108600000.00,0.00
1632112200000.00,0.00
1632115800000.00,0.00
1632119400000.00,116.94
1632123000000.00,137.63
1632126600000.00,205.84
1632130200000.00,378.78
1632133800000.00,489.77
1632137400000.00,715.89
1632141000000.00,808.44
1632144600000.00,518.31
1632148200000.00,623.04
1632151800000.00,460.58
1632155400000.00,237.06
1632159000000.00,176.16
1632162600000.00,61.58
1632166200000.00,0.00
1632169800000.00,0.00
1632173400000.00,0.00
1632177000000.00,0.00
1632180600000.00,0.00
1632184200000.00,0.00
1632187800000.00,0.00
1632191400000.00,0.00
1632195000000.00,0.00
1632198600000.00,0.00
1632202200000.00,0.00
1632205800000.00,86.35
1632209400000.00,390.60
1632213000000.00,793.12
1632216600000.00,909.57
1632220200000.00,471.70
1632223800000.00,433.89
1632227400000.00,469.38
1632231000000.00,409.37
1632234600000.00,360.66
1632238200000.00,356.87
1632241800000.00,260.65
1632245400000.00,126.58
1632249000000.00,0.00
1632252600000.00,0.00
1632256200000.00,0.00
1632259800000.00,0.00
1632263400000.00,0.00
1632267000000.00,0.00
1632270600000.00,0.00
1632274200000.00,0.00
1632277800000.00,0.00
1632281400000.00,0.00
1632285000000.00,0.00
1632288600000.00,0.00
1632292200000.00,20.31
1632295800000.00,133.35
1632299400000.00,244.15
1632303000000.00,376.79
1632306600000.00,467.16
1632310200000.00,447.44
1632313800000.00,778.58
1632317400000.00,687.94
1632321000000.00,620.04
1632324600000.00,546.43
1632328200000.00,288.54
1632331800000.00,114.94
1632335400000.00,29.64
1632339000000.00,0.00
1632342600000.00,0.00
1632346200000.00,0.00
1632349800000.00,0.00
1632353400000.00,0.00
1632357000000.00,0.00
1632360600000.00,0.00
1632364200000.00,0.00
1632367800000.00,0.00
1632371400000.00,0.00
1632375000000.00,0.00
1632378600000.00,42.73
1632382200000.00,397.78
1632385800000.00,610.48
1632389400000.00,1037.48
1632393000000.00,1190.77
1632396600000.00,1444.55
1632400200000.00,1281.96
1632403800000.00,1176.06
1632407400000.00,909.30
1632411000000.00,575.74
1632414600000.00,196.19
1632418200000.00,80.05
1632421800000.00,31.85
1632425400000.00,0.00
1632429000000.00,0.00
1632432600000.00,0.00
1632436200000.00,0.00
1632439800000.00,0.00
1632443400000.00,0.00
1632447000000.00,0.00
1632450600000.00,0.00
1632454200000.00,0.00
1632457800000.00,0.00
1632461400000.00,0.00
1632465000000.00,0.00
1632468600000.00,250.87
1632472200000.00,1000.23
1632475800000.00,882.48
1632479400000.00,615.14
1632483000000.00,676.01
1632486600000.00,677.46
1632490200000.00,563.14
1632493800000.00,573.59
1632497400000.00,587.10
1632501000000.00,213.93
1632504600000.00,93.92
1632508200000.00,0.00
1632511800000.00,0.00
1632515400000.00,0.00
1632519000000.00,0.00
1632522600000.00,0.00
1632526200000.00,0.00
1632529800000.00,0.00
1632533400000.00,0.00
1632537000000.00,0.00
1632540600000.00,0.00
1632544200000.00,0.00
1632547800000.00,0.00
1632551400000.00,23.18
1632555000000.00,143.40
1632558600000.00,425.64
1632562200000.00,635.89
1632565800000.00,529.90
1632569400000.00,558.11
1632573000000.00,797.76
1632576600000.00,971.04
1632580200000.00,655.03
1632583800000.00,345.74
1632587400000.00,252.55
1632591000000.00,65.59
1632594600000.00,0.00
1632598200000.00,0.00
1632601800000.00,0.00
1632605400000.00,0.00
1632609000000.00,0.00
1632612600000.00,0.00
1632616200000.00,0.00
1632619800000.00,0.00
1632623400000.00,0.00
1632627000000.00,0.00
1632630600000.00,0.00
1632634200000.00,0.00
1632637800000.00,0.00
1632641400000.00,169.06
1632645000000.00,228.84
1632648600000.00,558.62
1632652200000.00,587.73
1632655800000.00,385.01
1632659400000.00,454.69
1632663000000.00,363.91
1632666600000.00,274.99
1632670200000.00,159.05
1632673800000.00,126.82
1632677400000.00,79.38
1632681000000.00,0.00
1632684600000.00,0.00
1632688200000.00,0.00
1632691800000.00,0.00
1632695400000.00,0.00
1632699000000.00,0.00
1632702600000.00,0.00
1632706200000.00,0.00
1632709800000.00,0.00
1632713400000.00,0.00
1632717000000.00,0.00
1632720600000.00,0.00
1632724200000.00,119.57
1632727800000.00,365.71
1632731400000.00,1050.02
1632735000000.00,1271.51
1632738600000.00,1016.05
1632742200000.00,976.51
1632745800000.00,903.01
1632749400000.00,961.39
1632753000000.00,981.38
1632756600000.00,511.64
1632760200000.00,215.58
1632763800000.00,70.14
1632767400000.00,23.27
1632771000000.00,0.00
1632774600000.00,0.00
1632778200000.00,0.00
1632781800000.00,0.00
1632785400000.00,0.00
1632789000000.00,0.00
1632792600000.00,0.00
1632796200000.00,0.00
1632799800000.00,0.00
1632803400000.00,0.00
1632807000000.00,0.00
1632810600000.00,20.75
1632814200000.00,79.73
1632817800000.00,609.43
1632821400000.00,907.54
1632825000000.00,890.48
1632828600000.00,1234.99
1632832200000.00,941.90
1632835800000.00,658.22
1632839400000.00,772.27
1632843000000.00,403.18
1632846600000.00,270.92
1632850200000.00,70.48
1632853800000.00,0.00
1632857400000.00,0.00
1632861000000.00,0.00
1632864600000.00,0.00
1632868200000.00,0.00
1632871800000.00,0.00
1632875400000.00,0.00
1632879000000.00,0.00
1632882600000.00,0.00
1632886200000.00,0.00
1632889800000.00,0.00
1632893400000.00,0.00
1632897000000.00,105.08
1632900600000.00,465.62
1632904200000.00,874.90
1632907800000.00,1147.89
1632911400000.00,1334.38
1632915000000.00,915.05
1632918600000.00,974.80
1632922200000.00,847.57
1632925800000.00,639.07
1632929400000.00,363.80
1632933000000.00,151.74
1632936600000.00,0.00
1632940200000.00,0.00
1632943800000.00,0.00
1632947400000.00,0.00
1632951000000.00,0.00
1632954600000.00,0.00
1632958200000.00,0.00
1632961800000.00,0.00
1632965400000.00,0.00
1632969000000.00,0.00
1632972600000.00,0.00
1632976200000.00,0.00
1632979800000.00,0.00
1632983400000.00,0.00
1632987000000.00,136.16
1632990600000.00,360.78
1632994200000.00,557.10
1632997800000.00,704.63
1633001400000.00,942.63
1633005000000.00,587.07
1633008600000.00,372.18
1633012200000.00,393.07
1633015800000.00,243.85
1633019400000.00,182.29
1633023000000.00,69.62
1633026600000.00,0.00
1633030200000.00,0.00
1633033800000.00,0.00
1633037400000.00,0.00
1633041000000.00,0.00
1633044600000.00,0.00
1633048200000.00,0.00
1633051800000.00,0.00
1633055400000.00,0.00
1633059000000.00,0.00
1633062600000.00,0.00
1633066200000.00,0.00
1633069800000.00,0.00
1633073400000.00,400.87
1633077000000.00,858.40
1633080600000.00,1155.01
1633084200000.00,1364.55
1633087800000.00,1194.35
1633091400000.00,898.74
1633095000000.00,997.74
1633098600000.00,709.02
1633102200000.00,582.36
1633105800000.00,174.02
1633109400000.00,159.47
1633113000000.00,0.00
1633116600000.00,0.00
1633120200000.00,0.00
1633123800000.00,0.00
1633127400000.00,0.00
1633131000000.00,0.00
1633134600000.00,0.00
1633138200000.00,0.00
1633141800000.00,0.00
1633145400000.00,0.00
1633149000000.00,0.00
1633152600000.00,0.00
1633156200000.00,0.00
1633159800000.00,191.10
1633163400000.00,361.32
1633167000000.00,609.95
1633170600000.00,1002.08
1633174200000.00,990.73
1633177800000.00,846.02
1633181400000.00,954.74
1633185000000.00,599.82
1633188600000.00,480.11
1633192200000.00,132.93
1633195800000.00,40.98
1633199400000.00,0.00
1633203000000.00,0.00
1633206600000.00,0.00
1633210200000.00,0.00
1633213800000.00,0.00
1633217400000.00,0.00
1633221000000.00,0.00
1633224600000.00,0.00
1633228200000.00,0.00
1633231800000.00,0.00
1633235400000.00,0.00
1633239000000.00,0.00
1633242600000.00,0.00
1633246200000.00,335.67
1633249800000.00,712.39
1633253400000.00,991.54
1633257000000.00,1230.39
1633260600000.00,1239.72
1633264200000.00,999.60
1633267800000.00,1217.82
1633271400000.00,586.22
1633275000000.00,427.07
1633278600000.00,244.08
1633282200000.00,56.28
1633285800000.00,0.00
1633289400000.00,0.00
1633293000000.00,0.00
1633296600000.00,0.00
1633300200000.00,0.00
1633303800000.00,0.00
1633307400000.00,0.00
1633311000000.00,0.00
1633314600000.00,0.00
1633318200000.00,0.00
1633321800000.00,0.00
1633325400000.00,0.00
1633329000000.00,0.00
1633332600000.00,187.97
1633336200000.00,417.38
1633339800000.00,1022.48
1633343400000.00,716.50
1633347000000.00,334.63
1633350600000.00,368.21
1633354200000.00,233.11
1633357800000.00,296.42
1633361400000.00,469.71
1633365000000.00,201.78
1633368600000.00,98.73
1633372200000.00,0.00
1633375800000.00,0.00
1633379400000.00,0.00
1633383000000.00,0.00
1633386600000.00,0.00
1633390200000.00,0.00
1633393800000.00,0.00
1633397400000.00,0.00
1633401000000.00,0.00
1633404600000.00,0.00
1633408200000.00,0.00
1633411800000.00,0.00
1633415400000.00,0.00
1633419000000.00,387.49
1633422600000.00,879.85
1633426200000.00,1048.01
1633429800000.00,1357.25
1633433400000.00,1120.84
1633437000000.00,1189.70
1633440600000.00,949.17
1633444200000.00,716.37
1633447800000.00,402.81
1633451400000.00,220.95
1633455000000.00,39.55
1633458600000.00,0.00
1633462200000.00,0.00
1633465800000.00,0.00
1633469400000.00,0.00
1633473000000.00,0.00
1633476600000.00,0.00
1633480200000.00,0.00
1633483800000.00,0.00
1633487400000.00,0.00
1633491000000.00,0.00
1633494600000.00,0.00
1633498200000.00,0.00
1633501800000.00,0.00
1633505400000.00,48.79
1633509000000.00,260.29
1633512600000.00,297.65
1633516200000.00,185.62
1633519800000.00,223.46
1633523400000.00,282.28
1633527000000.00,210.06
1633530600000.00,294.37
1633534200000.00,178.22
1633537800000.00,119.86
1633541400000.00,0.00
1633545000000.00,0.00
1633548600000.00,0.00
1633552200000.00,0.00
1633555800000.00,0.00
1633559400000.00,0.00
1633563000000.00,0.00
1633566600000.00,0.00
1633570200000.00,0.00
1633573800000.00,0.00
1633577400000.00,0.00
1633581000000.00,0.00
1633584600000.00,0.00
1633588200000.00,0.00
1633591800000.00,113.24
1633595400000.00,212.30
1633599000000.00,352.79
1633602600000.00,198.28
1633606200000.00,560.02
1633609800000.00,427.94
1633613400000.00,349.11
1633617000000.00,167.69
1633620600000.00,180.88
1633624200000.00,100.21
1633627800000.00,0.00
1633631400000.00,0.00
1633635000000.00,0.00
1633638600000.00,0.00
1633642200000.00,0.00
1633645800000.00,0.00
1633649400000.00,0.00
1633653000000.00,0.00
1633656600000.00,0.00
1633660200000.00,0.00
1633663800000.00,0.00
1633667400000.00,0.00
1633671000000.00,0.00
1633674600000.00,0.00
1633678200000.00,66.09
1633681800000.00,196.57
1633685400000.00,276.41
1633689000000.00,317.65
1633692600000.00,281.06
1633696200000.00,265.52
1633699800000.00,448.93
1633703400000.00,327.86
1633707000000.00,347.19
1633710600000.00,134.97
1633714200000.00,0.00
1633717800000.00,0.00
1633721400000.00,0.00
1633725000000.00,0.00
1633728600000.00,0.00
1633732200000.00,0.00
1633735800000.00,0.00
1633739400000.00,0.00
1633743000000.00,0.00
1633746600000.00,0.00
1633750200000.00,0.00
1633753800000.00,0.00
1633757400000.00,0.00
1633761000000.00,0.00
1633764600000.00,75.28
1633768200000.00,170.88
1633771800000.00,303.18
1633775400000.00,304.78
1633779000000.00,429.95
1633782600000.00,714.17
1633786200000.00,895.25
1633789800000.00,686.18
1633793400000.00,347.62
1633797000000.00,92.31
1633800600000.00,40.22
1633804200000.00,0.00
1633807800000.00,0.00
1633811400000.00,0.00
1633815000000.00,0.00
1633818600000.00,0.00
1633822200000.00,0.00
1633825800000.00,0.00
1633829400000.00,0.00
1633833000000.00,0.00
1633836600000.00,0.00
1633840200000.00,0.00
1633843800000.00,0.00
1633847400000.00,0.00
1633851000000.00,267.01
1633854600000.00,651.65
1633858200000.00,431.54
1633861800000.00,1048.32
1633865400000.00,1164.85
1633869000000.00,1122.53
1633872600000.00,921.51
1633876200000.00,691.03
1633879800000.00,319.85
1633883400000.00,87.91
1633887000000.00,37.03
1633890600000.00,0.00
1633894200000.00,0.00
1633897800000.00,0.00
1633901400000.00,0.00
1633905000000.00,0.00
1633908600000.00,0.00
1633912200000.00,0.00
1633915800000.00,0.00
1633919400000.00,0.00
1633923000000.00,0.00
1633926600000.00,0.00
1633930200000.00,0.00
1633933800000.00,0.00
1633937400000.00,200.45
1633941000000.00,346.58
1633944600000.00,700.48
1633948200000.00,884.90
1633951800000.00,1113.99
1633955400000.00,881.33
1633959000000.00,731.93
1633962600000.00,597.30
1633966200000.00,311.24
1633969800000.00,86.91
1633973400000.00,0.00
1633977000000.00,0.00
1633980600000.00,0.00
1633984200000.00,0.00
1633987800000.00,0.00
1633991400000.00,0.00
1633995000000.00,0.00
1633998600000.00,0.00
1634002200000.00,0.00
1634005800000.00,0.00
1634009400000.00,0.00
1634013000000.00,0.00
1634016600000.00,0.00
1634020200000.00,0.00
1634023800000.00,127.66
1634027400000.00,234.90
1634031000000.00,330.74
1634034600000.00,685.67
1634038200000.00,517.49
1634041800000.00,586.69
1634045400000.00,585.49
1634049000000.00,415.87
1634052600000.00,191.27
1634056200000.00,117.44
1634059800000.00,0.00
1634063400000.00,0.00
1634067000000.00,0.00
1634070600000.00,0.00
1634074200000.00,0.00
1634077800000.00,0.00
1634081400000.00,0.00
1634085000000.00,0.00
1634088600000.00,0.00
1634092200000.00,0.00
1634095800000.00,0.00
1634099400000.00,0.00
1634103000000.00,0.00
1634106600000.00,0.00
1634110200000.00,78.68
1634113800000.00,535.81
1634117400000.00,681.83
1634121000000.00,667.84
1634124600000.00,395.52
