# time, west PV power
1624861800000.00,277.76
1624865400000.00,392.99
1624869000000.00,539.74
1624872600000.00,714.05
1624876200000.00,747.14
1624879800000.00,891.79
1624883400000.00,1401.97
1624887000000.00,1972.61
1624890600000.00,1695.16
1624894200000.00,897.43
1624897800000.00,600.06
1624901400000.00,432.97
1624905000000.00,305.30
1624908600000.00,173.10
1624912200000.00,56.01
1624915800000.00,3.51
1624919400000.00,0.03
1624923000000.00,0.00
1624926600000.00,0.00
1624930200000.00,0.00
1624933800000.00,0.00
1624937400000.00,0.00
1624941000000.00,23.39
1624944600000.00,355.88
1624948200000.00,888.39
1624951800000.00,1245.86
1624955400000.00,1661.99
1624959000000.00,1870.50
1624962600000.00,1930.65
1624966200000.00,1627.03
1624969800000.00,1906.45
1624973400000.00,1772.70
1624977000000.00,1610.27
1624980600000.00,1277.91
1624984200000.00,834.03
1624987800000.00,494.92
1624991400000.00,212.11
1624995000000.00,83.75
1624998600000.00,20.62
1625002200000.00,0.00
1625005800000.00,0.00
1625009400000.00,0.00
1625013000000.00,0.00
1625016600000.00,0.00
1625020200000.00,0.00
1625023800000.00,0.00
1625027400000.00,4.41
1625031000000.00,96.43
1625034600000.00,262.63
1625038200000.00,940.72
1625041800000.00,1521.91
1625045400000.00,1784.73
1625049000000.00,1540.37
1625052600000.00,1411.39
1625056200000.00,1311.24
1625059800000.00,1388.45
1625063400000.00,1702.52
1625067000000.00,1295.30
1625070600000.00,1078.16
1625074200000.00,695.38
1625077800000.00,350.44
1625081400000.00,173.19
1625085000000.00,35.51
1625088600000.00,0.76
1625092200000.00,0.00
1625095800000.00,0.00
1625099400000.00,0.00
1625103000000.00,0.00
1625106600000.00,0.00
1625110200000.00,0.27
1625113800000.00,20.53
1625117400000.00,246.60
1625121000000.00,301.36
1625124600000.00,355.42
1625128200000.00,676.84
1625131800000.00,979.62
1625135400000.00,1398.54
1625139000000.00,1717.73
1625142600000.00,2038.98
1625146200000.00,1474.59
1625149800000.00,1457.29
1625153400000.00,1363.23
1625157000000.00,1047.38
1625160600000.00,602.85
1625164200000.00,205.82
1625167800000.00,87.75
1625171400000.00,29.39
1625175000000.00,2.37
1625178600000.00,0.00
1625182200000.00,0.00
1625185800000.00,0.00
1625189400000.00,0.00
1625193000000.00,0.00
1625196600000.00,0.00
1625200200000.00,8.61
1625203800000.00,109.82
1625207400000.00,146.33
1625211000000.00,177.91
1625214600000.00,350.45
1625218200000.00,799.11
1625221800000.00,953.13
1625225400000.00,1040.17
1625229000000.00,596.20
1625232600000.00,441.58
1625236200000.00,480.27
1625239800000.00,222.37
1625243400000.00,513.72
1625247000000.00,336.90
1625250600000.00,256.57
1625254200000.00,85.69
1625257800000.00,6.36
1625261400000.00,0.00
1625265000000.00,0.00
1625268600000.00,0.00
1625272200000.00,0.00
1625275800000.00,0.00
1625279400000.00,0.00
1625283000000.00,0.00
1625286600000.00,2.06
1625290200000.00,67.83
1625293800000.00,68.24
1625297400000.00,275.98
1625301000000.00,518.65
1625304600000.00,594.70
1625308200000.00,680.46
1625311800000.00,1034.18
1625315400000.00,1416.31
1625319000000.00,1411.53
1625322600000.00,984.28
1625326200000.00,764.70
1625329800000.00,754.18
1625333400000.00,495.92
1625337000000.00,296.59
1625340600000.00,74.78
1625344200000.00,9.12
1625347800000.00,1.22
1625351400000.00,0.00
1625355000000.00,0.00
1625358600000.00,0.00
1625362200000.00,0.00
1625365800000.00,0.00
1625369400000.00,0.00
1625373000000.00,2.18
1625376600000.00,62.71
1625380200000.00,124.91
1625383800000.00,354.48
1625387400000.00,553.45
1625391000000.00,754.95
1625394600000.00,1293.56
1625398200000.00,1259.06
1625401800000.00,1224.77
1625405400000.00,954.38
1625409000000.00,999.43
1625412600000.00,783.24
1625416200000.00,433.11
1625419800000.00,461.26
1625423400000.00,311.01
1625427000000.00,169.09
1625430600000.00,34.69
1625434200000.00,0.83
1625437800000.00,0.00
1625441400000.00,0.00
1625445000000.00,0.00
1625448600000.00,0.00
1625452200000.00,0.00
1625455800000.00,0.00
1625459400000.00,13.79
1625463000000.00,283.26
1625466600000.00,650.13
1625470200000.00,1341.03
1625473800000.00,954.62
1625477400000.00,1296.17
1625481000000.00,1381.74
1625484600000.00,644.62
1625488200000.00,712.46
1625491800000.00,1000.19
1625495400000.00,923.80
1625499000000.00,887.79
1625502600000.00,548.29
1625506200000.00,540.51
1625509800000.00,350.45
1625513400000.00,258.37
1625517000000.00,61.24
1625520600000.00,0.00
1625524200000.00,0.00
1625527800000.00,0.00
1625531400000.00,0.00
1625535000000.00,0.00
1625538600000.00,0.00
1625542200000.00,0.00
1625545800000.00,12.65
1625549400000.00,29.81
1625553000000.00,75.98
1625556600000.00,255.91
1625560200000.00,406.40
1625563800000.00,521.04
1625567400000.00,561.55
1625571000000.00,786.49
1625574600000.00,902.08
1625578200000.00,920.16
1625581800000.00,583.07
1625585400000.00,765.06
1625589000000.00,472.42
1625592600000.00,207.76
1625596200000.00,81.61
1625599800000.00,58.48
1625603400000.00,20.02
1625607000000.00,0.63
1625610600000.00,0.00
1625614200000.00,0.00
1625617800000.00,0.00
1625621400000.00,0.00
1625625000000.00,0.00
1625628600000.00,0.00
1625632200000.00,5.80
1625635800000.00,262.81
1625639400000.00,390.93
1625643000000.00,1136.46
1625646600000.00,1337.82
1625653800000.00,1559.43
1625657400000.00,1135.91
1625661000000.00,1168.23
1625664600000.00,1792.98
1625668200000.00,1755.06
1625671800000.00,1320.66
1625675400000.00,1086.27
1625679000000.00,458.96
1625682600000.00,238.03
1625686200000.00,123.94
1625689800000.00,52.14
1625693400000.00,2.59
1625697000000.00,0.01
1625700600000.00,0.00
1625704200000.00,0.00
1625707800000.00,0.00
1625711400000.00,0.00
1625715000000.00,0.00
1625718600000.00,8.52
1625722200000.00,106.44
1625725800000.00,222.41
1625729400000.00,450.98
1625733000000.00,639.11
1625736600000.00,605.80
1625740200000.00,646.17
1625743800000.00,611.01
1625747400000.00,446.63
1625751000000.00,674.70
1625754600000.00,785.84
1625758200000.00,679.20
1625761800000.00,465.15
1625765400000.00,322.47
1625769000000.00,188.90
1625772600000.00,55.25
1625776200000.00,10.03
1625779800000.00,1.24
1625783400000.00,0.00
1625787000000.00,0.01
1625790600000.00,0.00
1625794200000.00,0.00
1625797800000.00,0.00
1625801400000.00,0.00
1625805000000.00,2.43
1625808600000.00,65.18
1625812200000.00,264.21
1625815800000.00,219.15
1625819400000.00,184.31
1625823000000.00,313.94
1625826600000.00,294.39
1625830200000.00,338.46
1625833800000.00,391.94
1625837400000.00,389.06
1625841000000.00,515.35
1625844600000.00,496.94
1625848200000.00,594.95
1625851800000.00,432.11
1625855400000.00,362.74
1625859000000.00,183.86
1625862600000.00,45.43
1625866200000.00,0.93
1625869800000.00,0.00
1625873400000.00,0.00
1625877000000.00,0.00
1625880600000.00,0.00
1625884200000.00,0.00
1625887800000.00,0.00
1625891400000.00,1.72
1625895000000.00,37.30
1625898600000.00,212.02
1625902200000.00,329.61
1625905800000.00,300.54
1625909400000.00,410.31
1625913000000.00,953.01
1625916600000.00,1117.26
1625920200000.00,1291.53
1625923800000.00,1094.29
1625927400000.00,676.28
1625931000000.00,579.20
1625934600000.00,514.39
1625938200000.00,328.32
1625941800000.00,108.73
1625945400000.00,56.77
1625949000000.00,12.75
1625952600000.00,1.01
1625956200000.00,0.02
1625959800000.00,0.00
1625963400000.00,0.01
1625967000000.00,0.00
1625970600000.00,0.00
1625974200000.00,0.00
1625977800000.00,1.61
1625981400000.00,89.14
1625985000000.00,196.47
1625988600000.00,451.97
1625992200000.00,720.82
1625995800000.00,986.55
1625999400000.00,1064.17
1626003000000.00,1153.73
1626006600000.00,508.96
1626010200000.00,768.44
1626013800000.00,1098.18
1626017400000.00,495.58
1626021000000.00,205.40
1626024600000.00,454.17
1626028200000.00,317.47
1626031800000.00,131.88
1626035400000.00,14.14
1626039000000.00,1.11
1626042600000.00,0.00
1626046200000.00,0.01
1626049800000.00,0.00
1626053400000.00,0.00
1626057000000.00,0.00
1626060600000.00,0.00
1626064200000.00,4.83
1626067800000.00,124.34
1626071400000.00,183.82
1626075000000.00,319.24
1626078600000.00,914.78
1626082200000.00,877.82
1626085800000.00,1032.20
1626089400000.00,1296.00
1626093000000.00,941.54
1626096600000.00,1443.68
1626100200000.00,1096.24
1626103800000.00,982.61
1626107400000.00,716.83
1626111000000.00,479.81
1626114600000.00,374.25
1626118200000.00,191.80
1626121800000.00,27.45
1626125400000.00,1.08
1626129000000.00,0.00
1626132600000.00,0.00
1626136200000.00,0.00
1626139800000.00,0.00
1626143400000.00,0.00
1626147000000.00,0.00
1626150600000.00,8.05
1626154200000.00,263.20
1626157800000.00,312.52
1626161400000.00,800.82
1626165000000.00,1044.04
1626168600000.00,1515.92
1626172200000.00,1225.08
1626175800000.00,1130.47
1626179400000.00,974.21
1626183000000.00,856.41
1626186600000.00,824.05
1626190200000.00,630.52
1626193800000.00,574.00
1626197400000.00,464.19
1626201000000.00,271.09
1626204600000.00,74.41
1626208200000.00,13.39
1626211800000.00,0.53
1626215400000.00,0.01
1626219000000.00,0.00
1626222600000.00,0.00
1626226200000.00,0.00
1626229800000.00,0.00
1626233400000.00,0.15
1626237000000.00,13.09
1626240600000.00,260.56
1626244200000.00,788.68
1626247800000.00,457.26
1626251400000.00,497.84
1626255000000.00,532.07
1626258600000.00,982.78
1626262200000.00,966.50
1626265800000.00,1404.91
1626269400000.00,1611.07
1626273000000.00,922.88
1626276600000.00,757.66
1626280200000.00,673.01
1626283800000.00,398.89
1626287400000.00,234.77
1626291000000.00,127.61
1626294600000.00,22.94
1626298200000.00,0.68
1626301800000.00,0.00
1626305400000.00,0.00
1626309000000.00,0.00
1626312600000.00,0.00
1626316200000.00,0.01
1626319800000.00,0.07
1626323400000.00,6.92
1626327000000.00,71.25
1626330600000.00,203.63
1626334200000.00,448.78
1626337800000.00,1052.28
1626341400000.00,995.70
1626345000000.00,1223.85
1626348600000.00,1782.29
1626352200000.00,2084.06
1626355800000.00,1641.47
1626359400000.00,1218.36
1626363000000.00,764.44
1626366600000.00,674.01
1626370200000.00,489.01
1626373800000.00,308.34
1626377400000.00,109.03
1626381000000.00,25.19
1626384600000.00,0.00
1626388200000.00,0.00
1626391800000.00,0.00
1626395400000.00,0.00
1626399000000.00,0.01
1626402600000.00,0.00
1626406200000.00,0.00
1626409800000.00,3.53
1626413400000.00,59.30
1626417000000.00,241.57
1626420600000.00,844.29
1626424200000.00,1439.92
1626427800000.00,1683.56
1626431400000.00,1827.48
1626435000000.00,1892.26
1626438600000.00,1760.17
1626442200000.00,1031.18
1626445800000.00,804.26
1626449400000.00,614.65
1626453000000.00,735.82
1626456600000.00,602.01
1626460200000.00,218.99
1626463800000.00,106.35
1626467400000.00,22.67
1626471000000.00,0.00
1626474600000.00,0.00
1626478200000.00,0.00
1626481800000.00,0.00
1626485400000.00,0.00
1626489000000.00,0.00
1626492600000.00,0.06
1626496200000.00,7.29
1626499800000.00,246.45
1626503400000.00,697.96
1626507000000.00,1105.72
1626510600000.00,1439.32
1626514200000.00,1713.46
1626517800000.00,1903.14
1626521400000.00,1961.69
1626525000000.00,1926.02
1626528600000.00,1824.35
1626532200000.00,1624.81
1626535800000.00,1334.04
1626539400000.00,975.97
1626543000000.00,574.72
1626546600000.00,144.79
1626550200000.00,78.82
1626553800000.00,22.85
1626557400000.00,0.53
1626561000000.00,0.00
1626564600000.00,0.00
1626568200000.00,0.00
1626571800000.00,0.00
1626575400000.00,0.00
1626579000000.00,0.00
1626582600000.00,7.24
1626586200000.00,235.02
1626589800000.00,748.80
1626593400000.00,1144.62
1626597000000.00,1456.02
1626600600000.00,1685.30
1626604200000.00,1834.74
1626607800000.00,1926.85
1626611400000.00,1822.65
1626615000000.00,1799.34
1626618600000.00,1602.84
1626622200000.00,1337.98
1626625800000.00,965.10
1626629400000.00,574.28
1626633000000.00,144.73
1626636600000.00,75.92
1626640200000.00,20.99
1626643800000.00,0.54
1626647400000.00,0.00
1626651000000.00,0.00
1626654600000.00,0.00
1626658200000.00,0.00
1626661800000.00,0.00
1626665400000.00,0.00
1626669000000.00,5.88
1626672600000.00,71.62
1626676200000.00,232.92
1626679800000.00,397.03
1626683400000.00,1200.83
1626687000000.00,1683.62
1626690600000.00,1857.17
1626694200000.00,1916.81
1626697800000.00,1800.59
1626701400000.00,1789.41
1626705000000.00,1586.18
1626708600000.00,1286.31
1626712200000.00,940.72
1626715800000.00,543.74
1626719400000.00,140.54
1626723000000.00,75.24
1626726600000.00,16.22
1626730200000.00,0.00
1626733800000.00,0.00
1626737400000.00,0.00
1626741000000.00,0.00
1626744600000.00,0.00
1626748200000.00,0.00
1626751800000.00,0.00
1626755400000.00,1.81
1626759000000.00,53.34
1626762600000.00,202.68
1626766200000.00,444.24
1626769800000.00,846.61
1626773400000.00,1680.91
1626777000000.00,1694.71
1626780600000.00,1949.41
1626784200000.00,1905.90
1626787800000.00,1780.10
1626791400000.00,1551.49
1626795000000.00,1261.06
1626798600000.00,948.32
1626802200000.00,582.67
1626805800000.00,180.72
1626809400000.00,97.10
1626813000000.00,21.96
1626816600000.00,0.00
1626820200000.00,0.00
1626823800000.00,0.00
1626827400000.00,0.00
1626831000000.00,0.00
1626834600000.00,0.00
1626838200000.00,0.00
1626841800000.00,2.50
1626845400000.00,30.83
1626849000000.00,593.48
1626852600000.00,484.94
1626856200000.00,368.14
1626859800000.00,11.10
1626863400000.00,14.88
1626867000000.00,103.61
