# time,irradiance west
1637098200000.0,0.0
1637101800000.0,0.03
1637105400000.0,0.01
1637109000000.0,0.01
1637112600000.0,0.01
1637116200000.0,0.0
1637119800000.0,0.0
1637123400000.0,0.01
1637127000000.0,0.01
1637130600000.0,0.0
1637134200000.0,0.65
1637137800000.0,25.88
1637141400000.0,73.36
1637145000000.0,103.0
1637148600000.0,151.99
1637152200000.0,182.68
1637155800000.0,107.98
1637159400000.0,87.59
1637163000000.0,89.22
1637166600000.0,12.41
1637170200000.0,0.08
1637173800000.0,0.01
1637177400000.0,0.01
1637181000000.0,0.01
1637184600000.0,0.03
1637188200000.0,0.04
1637191800000.0,0.01
1637195400000.0,0.01
1637199000000.0,0.0
1637202600000.0,0.02
1637206200000.0,0.01
1637209800000.0,0.0
1637213400000.0,0.01
1637217000000.0,0.02
1637220600000.0,0.47
1637224200000.0,17.31
1637227800000.0,74.17
1637231400000.0,119.42
1637235000000.0,154.51
1637238600000.0,171.8
1637242200000.0,194.2
1637245800000.0,115.56
1637249400000.0,90.27
1637253000000.0,18.71
1637256600000.0,0.1
1637260200000.0,0.01
1637263800000.0,0.02
1637267400000.0,0.01
1637271000000.0,0.0
1637274600000.0,0.02
1637278200000.0,0.02
1637281800000.0,0.01
1637285400000.0,0.04
1637289000000.0,0.03
1637292600000.0,0.01
1637296200000.0,0.0
1637299800000.0,0.02
1637303400000.0,0.02
1637307000000.0,0.57
1637310600000.0,16.79
1637314200000.0,43.38
1637317800000.0,35.47
1637321400000.0,59.82
1637325000000.0,82.85
1637328600000.0,80.82
1637332200000.0,53.62
1637335800000.0,23.36
1637339400000.0,4.76
1637343000000.0,0.03
1637346600000.0,0.0
1637350200000.0,0.0
1637353800000.0,0.0
1637357400000.0,0.02
1637361000000.0,0.01
1637364600000.0,0.01
1637368200000.0,0.0
1637371800000.0,0.02
1637375400000.0,0.01
1637379000000.0,0.02
1637382600000.0,0.02
1637386200000.0,0.02
1637389800000.0,0.0
1637393400000.0,0.34
1637397000000.0,9.72
1637400600000.0,42.07
1637404200000.0,106.04
1637407800000.0,144.62
1637411400000.0,159.69
1637415000000.0,136.34
1637418600000.0,180.46
1637422200000.0,45.72
1637425800000.0,4.45
1637429400000.0,0.05
1637433000000.0,0.01
1637436600000.0,0.0
1637440200000.0,0.01
1637443800000.0,0.0
1637447400000.0,0.02
1637451000000.0,0.0
1637454600000.0,0.0
1637458200000.0,0.0
1637461800000.0,0.01
1637465400000.0,0.01
1637469000000.0,0.0
1637472600000.0,0.01
1637476200000.0,0.02
1637479800000.0,0.5
1637483400000.0,15.08
1637487000000.0,30.81
1637490600000.0,62.57
1637494200000.0,166.12
1637497800000.0,229.09
1637501400000.0,225.91
1637505000000.0,142.99
1637508600000.0,39.89
1637512200000.0,7.98
1637515800000.0,0.06
1637519400000.0,0.0
1637523000000.0,0.0
1637526600000.0,0.0
1637530200000.0,0.0
1637533800000.0,0.01
1637537400000.0,0.0
1637541000000.0,0.01
1637544600000.0,0.0
1637548200000.0,0.01
1637551800000.0,0.01
1637555400000.0,0.01
1637559000000.0,0.0
1637562600000.0,0.01
1637566200000.0,0.43
1637569800000.0,13.39
1637573400000.0,29.63
1637577000000.0,57.19
1637580600000.0,157.51
1637584200000.0,239.66
1637587800000.0,244.14
1637591400000.0,195.22
1637595000000.0,35.47
1637598600000.0,7.41
1637602200000.0,0.03
1637605800000.0,0.01
1637609400000.0,0.01
1637613000000.0,0.02
1637616600000.0,0.0
1637620200000.0,0.0
1637623800000.0,0.0
1637627400000.0,0.0
1637631000000.0,0.02
1637634600000.0,0.0
1637638200000.0,0.01
1637641800000.0,0.0
1637645400000.0,0.0
1637649000000.0,0.0
1637652600000.0,0.39
1637656200000.0,14.52
1637659800000.0,31.07
1637663400000.0,60.41
1637667000000.0,159.07
1637670600000.0,236.94
1637674200000.0,238.22
1637677800000.0,188.21
1637681400000.0,30.71
1637685000000.0,9.8
1637688600000.0,0.04
1637692200000.0,0.0
1637695800000.0,0.0
1637699400000.0,0.0
1637703000000.0,0.0
1637706600000.0,0.0
1637710200000.0,0.01
1637713800000.0,0.01
1637717400000.0,0.0
1637721000000.0,0.01
1637724600000.0,0.0
1637728200000.0,0.0
1637731800000.0,0.0
1637735400000.0,0.0
1637739000000.0,0.34
1637742600000.0,14.27
1637746200000.0,50.46
1637749800000.0,51.51
1637753400000.0,71.42
1637757000000.0,57.44
1637760600000.0,134.13
1637764200000.0,152.84
1637767800000.0,67.61
1637771400000.0,6.51
1637775000000.0,0.02
1637778600000.0,0.0
1637782200000.0,0.0
1637785800000.0,0.02
1637789400000.0,0.0
1637793000000.0,0.0
1637796600000.0,0.0
1637800200000.0,0.0
1637803800000.0,0.0
1637807400000.0,0.0
1637811000000.0,0.01
1637814600000.0,0.01
1637818200000.0,0.0
1637821800000.0,0.0
1637825400000.0,0.37
1637829000000.0,13.55
1637832600000.0,37.22
1637836200000.0,89.47
1637839800000.0,166.5
1637843400000.0,174.77
1637847000000.0,188.4
1637850600000.0,125.06
1637854200000.0,36.48
1637857800000.0,3.88
1637861400000.0,0.01
1637865000000.0,0.0
1637868600000.0,0.0
1637872200000.0,0.01
1637875800000.0,0.0
1637879400000.0,0.0
1637883000000.0,0.0
1637886600000.0,0.01
1637890200000.0,0.01
1637893800000.0,0.01
1637897400000.0,0.02
1637901000000.0,0.01
1637904600000.0,0.0
1637908200000.0,0.02
1637911800000.0,0.18
1637915400000.0,14.77
1637919000000.0,40.01
1637922600000.0,71.9
1637926200000.0,94.9
1637929800000.0,100.47
1637933400000.0,158.53
1637937000000.0,161.45
1637940600000.0,44.45
1637944200000.0,7.25
1637947800000.0,0.0
1637951400000.0,0.01
1637955000000.0,0.0
1637958600000.0,0.01
1637962200000.0,0.01
1637965800000.0,0.01
1637969400000.0,0.0
1637973000000.0,0.0
1637976600000.0,0.01
1637980200000.0,0.0
1637983800000.0,0.01
1637987400000.0,0.0
1637991000000.0,0.03
1637994600000.0,0.0
1637998200000.0,0.12
1638001800000.0,11.62
1638005400000.0,38.93
1638009000000.0,60.41
1638012600000.0,125.23
1638016200000.0,207.02
1638019800000.0,161.3
1638023400000.0,131.7
1638027000000.0,45.58
1638030600000.0,7.41
1638034200000.0,0.0
1638037800000.0,0.0
1638041400000.0,0.0
1638045000000.0,0.0
1638048600000.0,0.0
1638052200000.0,0.0
1638055800000.0,0.0
1638059400000.0,0.01
1638063000000.0,0.0
1638066600000.0,0.0
1638070200000.0,0.0
1638073800000.0,0.01
1638077400000.0,0.01
1638081000000.0,0.01
1638084600000.0,0.03
1638088200000.0,5.85
1638091800000.0,27.93
1638095400000.0,38.2
1638099000000.0,72.02
1638102600000.0,95.17
1638106200000.0,90.3
1638109800000.0,67.78
1638113400000.0,33.92
1638117000000.0,4.58
1638120600000.0,0.0
1638124200000.0,0.01
1638127800000.0,0.0
1638131400000.0,0.01
1638135000000.0,0.0
1638138600000.0,0.01
1638142200000.0,0.01
1638145800000.0,0.01
1638149400000.0,0.01
1638153000000.0,0.01
1638156600000.0,0.01
1638160200000.0,0.0
1638163800000.0,0.03
1638167400000.0,0.03
1638171000000.0,0.04
1638174600000.0,6.79
1638178200000.0,37.55
1638181800000.0,69.86
1638185400000.0,119.67
1638189000000.0,178.57
1638192600000.0,254.87
1638196200000.0,139.13
1638199800000.0,26.72
1638203400000.0,5.92
1638207000000.0,0.03
1638210600000.0,0.0
1638214200000.0,0.03
1638217800000.0,0.02
1638221400000.0,0.0
1638225000000.0,0.0
1638228600000.0,0.01
1638232200000.0,0.01
1638235800000.0,0.0
1638239400000.0,0.0
1638243000000.0,0.0
1638246600000.0,0.01
1638250200000.0,0.01
1638253800000.0,0.01
1638257400000.0,0.06
1638261000000.0,10.47
1638264600000.0,38.53
1638268200000.0,117.02
1638271800000.0,209.96
1638275400000.0,217.84
1638279000000.0,202.48
1638282600000.0,69.68
1638286200000.0,14.32
1638289800000.0,1.69
1638293400000.0,0.03
1638297000000.0,0.0
1638300600000.0,0.0
1638304200000.0,0.0
1638307800000.0,0.01
1638311400000.0,0.0
1638315000000.0,0.01
1638318600000.0,0.0
1638322200000.0,0.01
1638325800000.0,0.01
1638329400000.0,0.0
1638333000000.0,0.01
1638336600000.0,0.0
1638340200000.0,0.0
1638343800000.0,0.05
1638347400000.0,10.12
1638351000000.0,41.55
1638354600000.0,64.95
1638358200000.0,109.25
1638361800000.0,192.75
1638365400000.0,164.69
1638369000000.0,156.15
1638372600000.0,30.13
1638376200000.0,5.34
1638379800000.0,0.0
1638383400000.0,0.02
1638387000000.0,0.0
1638390600000.0,0.0
1638394200000.0,0.01
1638397800000.0,0.01
1638401400000.0,0.01
1638405000000.0,0.01
1638408600000.0,0.02
1638412200000.0,0.0
1638415800000.0,0.01
1638419400000.0,0.01
1638423000000.0,0.01
1638426600000.0,0.01
1638430200000.0,0.03
1638433800000.0,7.01
1638437400000.0,30.7
1638441000000.0,64.76
1638444600000.0,138.55
1638448200000.0,164.53
1638451800000.0,90.78
1638455400000.0,72.16
1638459000000.0,37.29
1638462600000.0,4.02
1638466200000.0,0.01
1638469800000.0,0.01
1638473400000.0,0.02
1638477000000.0,0.01
1638480600000.0,0.01
1638484200000.0,0.0
1638487800000.0,0.01
1638491400000.0,0.01
1638495000000.0,0.0
1638498600000.0,0.03
1638502200000.0,0.0
1638505800000.0,0.0
1638509400000.0,0.0
1638513000000.0,0.03
1638516600000.0,0.03
1638520200000.0,2.93
1638523800000.0,14.35
1638527400000.0,33.49
1638531000000.0,68.42
1638534600000.0,70.21
1638538200000.0,55.93
1638541800000.0,45.42
1638545400000.0,10.14
1638549000000.0,0.0
1638552600000.0,0.0
1638556200000.0,0.0
1638559800000.0,0.0
1638563400000.0,0.0
1638567000000.0,0.0
1638570600000.0,0.0
1638574200000.0,0.0
1638577800000.0,0.0
1638581400000.0,0.0
1638585000000.0,0.0
1638588600000.0,0.0
1638592200000.0,0.0
1638595800000.0,0.0
1638599400000.0,0.0
1638603000000.0,0.0
1638606600000.0,0.0
1638610200000.0,0.0
1638613800000.0,0.0
1638617400000.0,0.0
1638621000000.0,0.0
1638624600000.0,0.0
1638628200000.0,0.0
1638631800000.0,0.0
1638635400000.0,0.0
1638639000000.0,0.0
1638642600000.0,0.0
1638646200000.0,0.0
1638649800000.0,0.0
1638653400000.0,0.0
1638657000000.0,0.0
1638660600000.0,0.0
1638664200000.0,0.0
1638667800000.0,0.0
1638671400000.0,0.0
1638675000000.0,0.0
1638678600000.0,0.0
1638682200000.0,0.0
1638685800000.0,0.0
1638689400000.0,0.0
1638693000000.0,0.0
1638696600000.0,0.0
1638700200000.0,0.0
1638703800000.0,0.0
1638707400000.0,0.0
1638711000000.0,0.0
1638714600000.0,0.0
1638718200000.0,0.0
1638721800000.0,0.0
1638725400000.0,0.0
1638729000000.0,0.0
1638732600000.0,0.0
1638736200000.0,0.0
1638739800000.0,0.0
1638743400000.0,0.0
1638747000000.0,0.0
1638750600000.0,0.0
1638754200000.0,0.0
1638757800000.0,0.0
1638761400000.0,0.0
1638765000000.0,0.0
1638768600000.0,0.0
1638772200000.0,0.0
1638775800000.0,0.0
1638779400000.0,0.0
1638783000000.0,17.68
1638786600000.0,99.51
1638790200000.0,114.33
1638793800000.0,149.97
1638797400000.0,192.95
1638801000000.0,143.11
1638804600000.0,28.9
1638808200000.0,4.2
1638811800000.0,0.01
1638815400000.0,0.0
1638819000000.0,0.0
1638822600000.0,0.0
1638826200000.0,0.0
1638829800000.0,0.0
1638833400000.0,0.0
1638837000000.0,0.01
1638840600000.0,0.0
1638844200000.0,0.0
1638847800000.0,0.0
1638851400000.0,0.0
1638855000000.0,0.01
1638858600000.0,0.01
1638862200000.0,0.0
1638865800000.0,3.11
1638869400000.0,25.96
1638873000000.0,70.07
1638876600000.0,117.51
1638880200000.0,142.54
1638883800000.0,140.83
1638887400000.0,83.11
1638891000000.0,26.98
1638894600000.0,3.03
1638898200000.0,0.0
1638901800000.0,0.0
1638905400000.0,0.01
1638909000000.0,0.0
1638912600000.0,0.01
1638916200000.0,0.01
1638919800000.0,0.0
1638923400000.0,0.0
1638927000000.0,0.0
1638930600000.0,0.0
1638934200000.0,0.0
1638937800000.0,0.01
1638941400000.0,0.01
1638945000000.0,0.0
1638948600000.0,0.01
1638952200000.0,6.88
1638955800000.0,28.07
1638959400000.0,61.64
1638963000000.0,119.84
1638966600000.0,205.79
