# time,irradiance west
1627633800000.0,179.99
1627637400000.0,297.05
1627641000000.0,500.0
1627644600000.0,417.99
1627648200000.0,671.83
1627651800000.0,641.57
1627655400000.0,384.78
1627659000000.0,406.98
1627662600000.0,369.23
1627666200000.0,283.4
1627669800000.0,87.65
1627673400000.0,18.93
1627677000000.0,2.7
1627680600000.0,0.03
1627684200000.0,0.01
1627687800000.0,0.01
1627691400000.0,0.03
1627695000000.0,0.01
1627698600000.0,0.03
1627702200000.0,0.01
1627705800000.0,0.35
1627709400000.0,6.8
1627713000000.0,52.26
1627716600000.0,102.66
1627720200000.0,188.3
1627723800000.0,288.14
1627727400000.0,431.77
1627731000000.0,537.93
1627734600000.0,568.15
1627738200000.0,454.38
1627741800000.0,284.08
1627745400000.0,398.63
1627749000000.0,518.79
1627752600000.0,316.25
1627756200000.0,108.84
1627759800000.0,35.11
1627763400000.0,5.63
1627767000000.0,0.01
1627770600000.0,0.0
1627774200000.0,0.02
1627777800000.0,0.0
1627781400000.0,0.01
1627785000000.0,0.02
1627788600000.0,0.01
1627792200000.0,0.84
1627795800000.0,21.42
1627799400000.0,79.07
1627803000000.0,99.17
1627806600000.0,193.88
1627810200000.0,278.05
1627813800000.0,338.34
1627817400000.0,317.28
1627821000000.0,266.48
1627824600000.0,296.02
1627828200000.0,371.09
1627831800000.0,392.3
1627835400000.0,267.89
1627839000000.0,164.25
1627842600000.0,101.56
1627846200000.0,32.69
1627849800000.0,2.77
1627853400000.0,0.01
1627857000000.0,0.02
1627860600000.0,0.01
1627864200000.0,0.0
1627867800000.0,0.03
1627871400000.0,0.02
1627875000000.0,0.0
1627878600000.0,0.78
1627882200000.0,14.17
1627885800000.0,66.74
1627889400000.0,180.58
1627893000000.0,237.08
1627896600000.0,229.27
1627900200000.0,212.37
1627903800000.0,136.75
1627907400000.0,155.42
1627911000000.0,129.14
1627914600000.0,160.92
1627918200000.0,147.46
1627921800000.0,182.75
1627925400000.0,131.3
1627929000000.0,52.96
1627932600000.0,21.01
1627936200000.0,2.36
1627939800000.0,0.02
1627943400000.0,0.04
1627947000000.0,0.02
1627950600000.0,0.02
1627954200000.0,0.01
1627957800000.0,0.01
1627961400000.0,0.01
1627965000000.0,0.29
1627968600000.0,13.28
1627972200000.0,28.55
1627975800000.0,138.58
1627979400000.0,234.01
1627983000000.0,155.88
1627986600000.0,269.43
1627990200000.0,275.55
1627993800000.0,396.58
1627997400000.0,623.44
1628001000000.0,656.88
1628004600000.0,530.68
1628008200000.0,240.21
1628011800000.0,105.7
1628015400000.0,56.45
1628019000000.0,25.84
1628022600000.0,2.8
1628026200000.0,0.02
1628029800000.0,0.01
1628033400000.0,0.01
1628037000000.0,0.03
1628040600000.0,0.02
1628044200000.0,0.0
1628047800000.0,0.03
1628051400000.0,0.43
1628055000000.0,15.68
1628058600000.0,56.27
1628062200000.0,167.79
1628065800000.0,281.31
1628069400000.0,337.06
1628073000000.0,374.83
1628076600000.0,291.01
1628080200000.0,347.92
1628083800000.0,343.68
1628087400000.0,374.07
1628091000000.0,197.57
1628094600000.0,181.4
1628098200000.0,187.97
1628101800000.0,79.85
1628105400000.0,27.92
1628109000000.0,1.55
1628112600000.0,0.03
1628116200000.0,0.01
1628119800000.0,0.0
1628123400000.0,0.03
1628127000000.0,0.01
1628130600000.0,0.01
1628134200000.0,0.03
1628137800000.0,0.15
1628141400000.0,12.66
1628145000000.0,77.81
1628148600000.0,129.78
1628152200000.0,200.75
1628155800000.0,199.64
1628159400000.0,480.16
1628163000000.0,258.35
1628166600000.0,461.33
1628170200000.0,624.38
1628173800000.0,660.87
1628177400000.0,391.02
1628181000000.0,545.84
1628184600000.0,269.86
1628188200000.0,82.75
1628191800000.0,26.2
1628195400000.0,1.63
1628199000000.0,0.04
1628202600000.0,0.02
1628206200000.0,0.01
1628209800000.0,0.0
1628213400000.0,0.02
1628217000000.0,0.0
1628220600000.0,0.02
1628224200000.0,0.34
1628227800000.0,34.72
1628231400000.0,70.05
1628235000000.0,165.63
1628238600000.0,273.8
1628242200000.0,322.14
1628245800000.0,454.92
1628249400000.0,578.08
1628253000000.0,626.82
1628256600000.0,693.28
1628260200000.0,686.28
1628263800000.0,598.23
1628267400000.0,563.09
1628271000000.0,185.27
1628274600000.0,44.0
1628278200000.0,13.57
1628281800000.0,0.19
1628285400000.0,0.03
1628289000000.0,0.02
1628292600000.0,0.04
1628296200000.0,0.02
1628299800000.0,0.01
1628303400000.0,0.01
1628307000000.0,0.0
1628310600000.0,0.1
1628314200000.0,18.63
1628317800000.0,71.92
1628321400000.0,157.82
1628325000000.0,275.35
1628328600000.0,257.45
1628332200000.0,339.98
1628335800000.0,487.84
1628339400000.0,534.69
1628343000000.0,539.18
1628346600000.0,324.1
1628350200000.0,599.24
1628353800000.0,462.25
1628357400000.0,251.26
1628361000000.0,78.01
1628364600000.0,31.04
1628368200000.0,1.17
1628371800000.0,0.0
1628375400000.0,0.01
1628379000000.0,0.03
1628382600000.0,0.02
1628386200000.0,0.03
1628389800000.0,0.04
1628393400000.0,0.01
1628397000000.0,0.22
1628400600000.0,17.07
1628404200000.0,49.1
1628407800000.0,171.29
1628411400000.0,333.52
1628415000000.0,261.91
1628418600000.0,383.38
1628422200000.0,380.88
1628425800000.0,482.62
1628429400000.0,437.43
1628433000000.0,669.32
1628436600000.0,354.53
1628440200000.0,216.42
1628443800000.0,143.59
1628447400000.0,117.12
1628451000000.0,32.86
1628454600000.0,2.47
1628458200000.0,0.02
1628461800000.0,0.0
1628465400000.0,0.03
1628469000000.0,0.0
1628472600000.0,0.03
1628476200000.0,0.0
1628479800000.0,0.02
1628483400000.0,0.16
1628487000000.0,16.74
1628490600000.0,59.05
1628494200000.0,134.03
1628497800000.0,232.87
1628501400000.0,320.99
1628505000000.0,517.98
1628508600000.0,318.73
1628512200000.0,591.92
1628515800000.0,381.46
1628519400000.0,381.24
1628523000000.0,427.77
1628526600000.0,189.94
1628530200000.0,189.86
1628533800000.0,131.19
1628537400000.0,35.4
1628541000000.0,1.96
1628544600000.0,0.02
1628548200000.0,0.01
1628551800000.0,0.0
1628555400000.0,0.03
1628559000000.0,0.02
1628562600000.0,0.01
1628566200000.0,0.02
1628569800000.0,0.07
1628573400000.0,10.82
1628577000000.0,62.79
1628580600000.0,113.63
1628584200000.0,249.68
1628587800000.0,456.76
1628591400000.0,473.58
1628595000000.0,304.92
1628598600000.0,644.82
1628602200000.0,757.83
1628605800000.0,462.14
1628609400000.0,166.25
1628613000000.0,131.35
1628616600000.0,70.07
1628620200000.0,45.02
1628623800000.0,11.28
1628627400000.0,0.24
1628631000000.0,0.0
1628634600000.0,0.02
1628638200000.0,0.01
1628641800000.0,0.02
1628645400000.0,0.0
1628649000000.0,0.0
1628652600000.0,0.01
1628656200000.0,0.03
1628659800000.0,3.22
1628663400000.0,26.14
1628667000000.0,65.36
1628670600000.0,137.22
1628674200000.0,297.13
1628677800000.0,385.33
1628681400000.0,620.75
1628685000000.0,739.89
1628688600000.0,623.97
1628692200000.0,614.45
1628695800000.0,700.72
1628699400000.0,566.41
1628703000000.0,374.75
1628706600000.0,125.4
1628710200000.0,25.71
1628713800000.0,1.27
1628717400000.0,0.0
1628721000000.0,0.01
1628724600000.0,0.01
1628728200000.0,0.0
1628731800000.0,0.01
1628735400000.0,0.0
1628739000000.0,0.01
1628742600000.0,0.07
1628746200000.0,7.13
1628749800000.0,42.95
1628753400000.0,156.53
1628757000000.0,260.38
1628760600000.0,373.42
1628764200000.0,355.53
1628767800000.0,644.76
1628771400000.0,600.65
1628775000000.0,441.36
1628778600000.0,770.86
1628782200000.0,629.32
1628785800000.0,584.02
1628789400000.0,352.62
1628793000000.0,74.28
1628796600000.0,25.11
1628800200000.0,1.08
1628803800000.0,0.0
1628807400000.0,0.0
1628811000000.0,0.02
1628814600000.0,0.0
1628818200000.0,0.01
1628821800000.0,0.04
1628825400000.0,0.03
1628829000000.0,0.09
1628832600000.0,12.37
1628836200000.0,41.32
1628839800000.0,108.36
1628843400000.0,266.27
1628847000000.0,482.76
1628850600000.0,509.05
1628854200000.0,737.06
1628857800000.0,732.42
1628861400000.0,727.58
1628865000000.0,659.27
1628868600000.0,425.61
1628872200000.0,309.96
1628875800000.0,348.55
1628879400000.0,98.96
1628883000000.0,15.39
1628886600000.0,0.54
1628890200000.0,0.01
1628893800000.0,0.0
1628897400000.0,0.01
1628901000000.0,0.0
1628904600000.0,0.0
1628908200000.0,0.02
1628911800000.0,0.01
1628915400000.0,0.04
1628919000000.0,7.6
1628922600000.0,31.54
1628926200000.0,96.21
1628929800000.0,120.6
1628933400000.0,123.31
1628937000000.0,168.12
1628940600000.0,204.8
1628944200000.0,182.33
1628947800000.0,172.6
1628951400000.0,247.74
1628955000000.0,181.86
1628958600000.0,160.93
1628962200000.0,138.37
1628965800000.0,50.15
1628969400000.0,13.79
1628973000000.0,0.38
1628976600000.0,0.02
1628980200000.0,0.01
1628983800000.0,0.01
1628987400000.0,0.03
1628991000000.0,0.0
1628994600000.0,0.0
1628998200000.0,0.01
1629001800000.0,0.04
1629005400000.0,7.35
1629009000000.0,33.05
1629012600000.0,115.29
1629016200000.0,152.69
1629019800000.0,207.94
1629023400000.0,280.82
1629027000000.0,385.43
1629030600000.0,450.67
1629034200000.0,563.9
1629037800000.0,591.88
1629041400000.0,490.18
1629045000000.0,497.82
1629048600000.0,182.2
1629052200000.0,81.67
1629055800000.0,27.07
1629059400000.0,0.35
1629063000000.0,0.0
1629066600000.0,0.02
1629070200000.0,0.02
1629073800000.0,0.0
1629077400000.0,0.03
1629081000000.0,0.03
1629084600000.0,0.0
1629088200000.0,0.03
1629091800000.0,5.7
1629095400000.0,31.85
1629099000000.0,59.68
1629102600000.0,112.27
1629106200000.0,241.02
1629109800000.0,178.52
1629113400000.0,311.4
1629117000000.0,295.11
1629120600000.0,338.02
1629124200000.0,283.97
1629127800000.0,275.49
1629131400000.0,170.35
1629135000000.0,121.06
1629138600000.0,48.77
1629142200000.0,8.78
1629145800000.0,0.2
1629149400000.0,0.02
1629153000000.0,0.02
1629156600000.0,0.01
1629160200000.0,0.01
1629163800000.0,0.03
1629167400000.0,0.0
1629171000000.0,0.01
1629174600000.0,0.02
1629178200000.0,3.85
1629181800000.0,40.32
1629185400000.0,123.42
1629189000000.0,184.09
1629192600000.0,389.7
1629196200000.0,363.02
1629199800000.0,373.68
1629203400000.0,424.87
1629207000000.0,357.42
1629210600000.0,373.55
1629214200000.0,369.22
1629217800000.0,271.21
1629221400000.0,119.12
1629225000000.0,59.53
1629228600000.0,9.55
1629232200000.0,0.13
1629235800000.0,0.01
1629239400000.0,0.0
1629243000000.0,0.02
1629246600000.0,0.0
1629250200000.0,0.01
1629253800000.0,0.03
1629257400000.0,0.0
1629261000000.0,0.03
1629264600000.0,9.02
1629268200000.0,54.7
1629271800000.0,118.55
1629275400000.0,212.2
1629279000000.0,226.36
1629282600000.0,254.26
1629286200000.0,353.2
