# time,cloud general,cloud low,cloud medium,cloud high
1637364600000.0,56.2,54.7,0.0,3.9
1637368200000.0,100.0,100.0,0.0,0.0
1637371800000.0,100.0,100.0,0.0,0.0
1637375400000.0,100.0,100.0,0.0,0.0
1637379000000.0,97.7,97.7,0.0,0.0
1637382600000.0,73.4,73.4,0.0,0.0
1637386200000.0,95.3,95.3,0.0,0.0
1637389800000.0,81.2,81.2,0.0,0.0
1637393400000.0,96.9,96.9,0.0,0.0
1637397000000.0,95.3,95.3,0.0,0.0
1637400600000.0,30.5,30.5,0.0,0.0
1637404200000.0,60.2,57.0,1.6,7.0
1637407800000.0,99.2,99.2,3.1,8.6
1637411400000.0,99.2,99.2,14.1,0.8
1637415000000.0,100.0,100.0,100.0,0.0
1637418600000.0,100.0,100.0,64.1,4.7
1637422200000.0,82.0,74.2,48.4,0.8
1637425800000.0,100.0,100.0,100.0,82.8
1637429400000.0,100.0,78.9,76.6,100.0
1637433000000.0,100.0,28.1,9.4,100.0
1637436600000.0,100.0,23.4,0.0,100.0
1637440200000.0,97.7,1.6,0.8,97.7
1637443800000.0,88.3,5.5,1.6,88.3
1637447400000.0,60.9,5.5,0.0,58.6
1637451000000.0,0.8,0.8,0.0,0.0
1637454600000.0,1.6,1.6,0.0,0.0
1637458200000.0,3.1,3.1,0.0,0.0
1637461800000.0,0.8,0.8,0.0,0.0
1637465400000.0,0.0,0.0,0.0,0.0
1637469000000.0,1.6,1.6,0.0,0.0
1637472600000.0,2.3,2.3,0.0,0.0
1637476200000.0,0.8,0.0,0.0,0.0
1637479800000.0,1.6,1.6,0.0,0.0
1637483400000.0,0.0,0.0,0.0,0.0
1637487000000.0,0.0,0.0,0.0,0.0
1637490600000.0,0.8,0.8,0.0,0.0
1637494200000.0,0.0,0.0,0.0,0.0
1637497800000.0,0.0,0.0,0.0,0.0
1637501400000.0,5.5,5.5,0.0,0.0
1637505000000.0,31.2,31.2,0.0,0.0
1637508600000.0,17.2,17.2,0.0,0.0
1637512200000.0,2.3,2.3,0.0,0.0
1637515800000.0,0.0,0.0,0.0,0.0
1637519400000.0,0.8,0.8,0.0,0.0
1637523000000.0,0.8,0.8,0.0,0.0
1637526600000.0,0.0,0.0,0.0,0.0
1637530200000.0,0.0,0.0,0.0,0.0
1637533800000.0,0.0,0.0,0.0,0.0
1637537400000.0,0.0,0.0,0.0,0.0
1637541000000.0,0.0,0.0,0.0,0.0
1637544600000.0,0.0,0.0,0.0,0.0
1637548200000.0,0.0,0.0,0.0,0.0
1637551800000.0,0.0,0.0,0.0,0.0
1637555400000.0,0.0,0.0,0.0,0.0
1637559000000.0,0.0,0.0,0.0,0.0
1637562600000.0,0.0,0.0,0.0,0.0
1637566200000.0,0.0,0.0,0.0,0.0
1637569800000.0,0.0,0.0,0.0,0.0
1637573400000.0,0.0,0.0,0.0,0.0
1637577000000.0,0.0,0.0,0.0,0.0
1637580600000.0,3.1,0.0,0.0,3.1
1637584200000.0,0.0,0.0,0.0,0.0
1637587800000.0,0.0,0.0,0.0,0.0
1637591400000.0,0.0,0.0,0.0,0.0
1637595000000.0,0.0,0.0,0.0,0.0
1637598600000.0,0.0,0.0,0.0,0.0
1637602200000.0,0.0,0.0,0.0,0.0
1637605800000.0,0.0,0.0,0.0,0.0
1637609400000.0,0.0,0.0,0.0,0.0
1637613000000.0,0.0,0.0,0.0,0.0
1637616600000.0,0.0,0.0,0.0,0.0
1637620200000.0,0.0,0.0,0.0,0.0
1637623800000.0,2.3,2.3,0.0,0.0
1637627400000.0,4.7,4.7,0.0,0.0
1637631000000.0,7.8,7.8,0.0,0.0
1637634600000.0,7.8,7.8,0.0,0.0
1637638200000.0,9.4,9.4,0.0,0.0
1637641800000.0,11.7,11.7,0.0,0.0
1637645400000.0,26.6,26.6,0.0,0.0
1637649000000.0,32.0,32.0,0.0,0.0
1637652600000.0,71.1,71.1,0.0,0.0
1637656200000.0,87.5,87.5,0.0,0.0
1637659800000.0,100.0,100.0,0.0,0.0
1637663400000.0,42.2,42.2,0.0,0.0
1637667000000.0,75.8,75.8,0.0,0.0
1637670600000.0,19.5,19.5,0.0,0.0
1637674200000.0,19.5,19.5,0.0,0.0
1637677800000.0,10.9,10.9,0.0,0.0
1637681400000.0,9.4,9.4,0.0,0.0
1637685000000.0,3.9,3.9,0.0,0.0
1637688600000.0,10.2,10.2,0.0,0.0
1637692200000.0,12.5,12.5,0.0,0.0
1637695800000.0,39.8,39.8,0.0,0.0
1637699400000.0,100.0,100.0,0.0,0.0
1637703000000.0,100.0,100.0,0.0,0.0
1637706600000.0,100.0,100.0,0.0,0.0
1637710200000.0,100.0,100.0,0.0,0.0
1637713800000.0,100.0,100.0,0.0,0.0
1637717400000.0,100.0,100.0,0.0,0.0
1637721000000.0,100.0,100.0,0.0,0.0
1637724600000.0,100.0,100.0,0.0,0.0
1637728200000.0,100.0,100.0,0.0,0.0
1637731800000.0,100.0,100.0,0.0,0.0
1637735400000.0,100.0,100.0,1.6,4.7
1637739000000.0,99.2,97.7,39.1,16.4
1637742600000.0,78.1,57.0,29.7,27.3
1637746200000.0,100.0,100.0,99.2,82.8
1637749800000.0,100.0,100.0,100.0,100.0
1637753400000.0,100.0,97.7,100.0,78.9
1637757000000.0,96.9,18.0,96.1,0.8
1637760600000.0,82.8,7.8,81.2,0.0
1637764200000.0,21.1,13.3,10.9,0.0
1637767800000.0,35.2,14.1,25.0,0.0
1637771400000.0,19.5,18.0,1.6,0.0
1637775000000.0,4.7,4.7,0.0,0.0
1637778600000.0,1.6,0.8,0.8,0.0
1637782200000.0,0.0,0.0,0.0,0.0
1637785800000.0,0.0,0.0,0.0,0.0
1637789400000.0,1.6,1.6,0.0,0.0
1637793000000.0,1.6,1.6,0.0,0.0
1637796600000.0,3.1,3.1,0.0,0.0
1637800200000.0,5.5,5.5,0.0,0.0
1637803800000.0,4.7,4.7,0.0,0.0
1637807400000.0,4.7,4.7,0.0,0.0
1637811000000.0,4.7,4.7,0.0,0.0
1637814600000.0,9.4,0.0,0.0,9.4
1637818200000.0,0.8,0.8,0.0,0.0
1637821800000.0,2.3,2.3,0.0,0.0
1637825400000.0,3.9,2.3,0.0,1.6
1637829000000.0,89.1,0.0,0.0,89.1
1637832600000.0,20.3,0.0,0.0,20.3
1637836200000.0,18.7,5.5,0.0,14.8
1637839800000.0,85.2,0.8,0.0,85.2
1637843400000.0,100.0,2.3,0.0,100.0
1637847000000.0,78.9,0.0,0.8,78.9
1637850600000.0,100.0,1.6,3.9,100.0
1637854200000.0,100.0,10.9,23.4,100.0
1637857800000.0,100.0,50.0,82.8,100.0
1637861400000.0,99.2,52.3,20.3,99.2
1637865000000.0,100.0,100.0,40.6,100.0
1637868600000.0,94.5,35.9,29.7,89.8
1637872200000.0,96.9,60.9,0.8,92.2
1637875800000.0,100.0,100.0,82.8,53.9
1637879400000.0,92.2,88.3,31.2,29.7
1637883000000.0,100.0,100.0,76.6,98.4
1637886600000.0,100.0,100.0,80.5,93.7
1637890200000.0,100.0,100.0,93.0,89.8
1637893800000.0,100.0,89.8,98.4,100.0
1637897400000.0,100.0,100.0,100.0,95.3
1637901000000.0,100.0,46.1,100.0,2.3
1637904600000.0,100.0,93.0,96.9,0.8
1637908200000.0,83.6,75.0,33.6,0.0
1637911800000.0,90.6,87.5,76.6,0.0
1637915400000.0,69.5,64.1,0.8,16.4
1637919000000.0,35.9,22.7,1.6,16.4
1637922600000.0,31.2,10.2,7.0,20.3
1637926200000.0,25.8,20.3,13.3,0.0
1637929800000.0,18.0,17.2,4.7,0.0
1637933400000.0,28.1,22.7,13.3,0.0
1637937000000.0,9.4,7.8,2.3,0.0
1637940600000.0,18.7,14.1,5.5,0.0
1637944200000.0,25.0,18.0,8.6,0.0
1637947800000.0,25.8,13.3,14.8,0.0
1637951400000.0,96.9,18.0,96.9,0.0
1637955000000.0,51.6,2.3,50.0,0.0
1637958600000.0,24.2,7.8,17.2,0.0
1637962200000.0,35.9,7.0,30.5,2.3
1637965800000.0,21.9,3.1,19.5,0.8
1637969400000.0,28.9,1.6,27.3,0.0
1637973000000.0,7.8,0.8,7.0,0.0
1637976600000.0,2.3,0.8,0.8,0.0
1637980200000.0,0.8,0.8,0.8,0.0
1637983800000.0,0.8,0.8,0.8,0.0
1637987400000.0,4.7,3.1,2.3,0.0
1637991000000.0,10.2,10.2,0.0,0.0
1637994600000.0,19.5,19.5,0.0,0.0
1637998200000.0,15.6,15.6,0.0,0.0
1638001800000.0,3.9,3.9,0.0,0.0
1638005400000.0,0.8,0.8,0.0,0.0
1638009000000.0,23.4,0.0,0.0,23.4
1638012600000.0,7.0,0.0,0.0,7.0
1638016200000.0,34.4,0.0,0.0,34.4
1638019800000.0,30.5,2.3,0.0,28.9
1638023400000.0,39.8,13.3,14.1,19.5
1638027000000.0,13.3,10.9,3.1,0.0
1638030600000.0,99.2,14.8,0.8,99.2
1638034200000.0,100.0,0.8,27.3,99.2
1638037800000.0,93.7,2.3,14.8,93.0
1638041400000.0,95.3,3.9,7.0,95.3
1638045000000.0,95.3,1.6,0.0,95.3
1638048600000.0,99.2,2.3,0.0,99.2
1638052200000.0,100.0,0.0,98.4,100.0
1638055800000.0,100.0,0.0,82.0,100.0
1638059400000.0,100.0,0.0,95.3,100.0
1638063000000.0,100.0,12.5,99.2,98.4
1638066600000.0,100.0,97.7,100.0,97.7
1638070200000.0,100.0,99.2,100.0,97.7
1638073800000.0,100.0,10.2,100.0,99.2
1638077400000.0,100.0,13.3,100.0,85.9
1638081000000.0,100.0,96.9,100.0,89.8
1638084600000.0,100.0,100.0,100.0,83.6
1638088200000.0,100.0,100.0,100.0,0.0
