# time,rain_mm
1624365000000.0,0.0
1624368600000.0,0.0
1624372200000.0,0.0
1624375800000.0,0.0
1624379400000.0,0.0
1624383000000.0,0.1
1624386600000.0,0.1
1624390200000.0,0.0
1624393800000.0,0.2
1624397400000.0,1.0
1624401000000.0,0.4
1624404600000.0,0.4
1624408200000.0,0.2
1624411800000.0,0.3
1624415400000.0,0.3
1624419000000.0,0.4
1624422600000.0,0.2
1624426200000.0,0.1
1624429800000.0,0.1
1624433400000.0,0.2
1624437000000.0,0.2
1624440600000.0,0.3
1624444200000.0,0.1
1624447800000.0,0.1
1624451400000.0,0.1
1624455000000.0,0.1
1624458600000.0,0.2
1624462200000.0,0.1
1624465800000.0,0.1
1624469400000.0,0.0
1624473000000.0,0.0
1624476600000.0,0.0
1624480200000.0,0.0
1624483800000.0,0.0
1624487400000.0,0.0
1624491000000.0,0.0
1624494600000.0,0.0
1624498200000.0,0.0
1624501800000.0,0.0
1624505400000.0,0.0
1624509000000.0,0.0
1624512600000.0,0.0
1624516200000.0,0.0
1624519800000.0,0.0
1624523400000.0,0.0
1624527000000.0,0.0
1624530600000.0,0.0
1624534200000.0,0.0
1624537800000.0,0.0
1624541400000.0,0.0
1624545000000.0,0.0
1624548600000.0,0.0
1624552200000.0,0.0
1624555800000.0,0.0
1624559400000.0,0.0
1624563000000.0,0.1
1624566600000.0,0.1
1624570200000.0,0.1
1624573800000.0,0.0
1624577400000.0,0.0
1624581000000.0,0.0
1624584600000.0,0.0
1624588200000.0,0.0
1624591800000.0,0.0
1624595400000.0,0.0
1624599000000.0,0.0
1624602600000.0,0.0
1624606200000.0,0.0
1624609800000.0,0.0
1624613400000.0,0.0
1624617000000.0,0.0
1624620600000.0,0.0
1624624200000.0,0.0
1624627800000.0,0.0
1624631400000.0,0.0
1624635000000.0,0.0
1624638600000.0,0.0
1624642200000.0,0.0
1624645800000.0,0.0
1624649400000.0,0.0
1624653000000.0,0.0
1624656600000.0,0.0
1624660200000.0,0.0
1624663800000.0,0.0
1624667400000.0,0.0
1624671000000.0,0.0
1624674600000.0,0.0
1624678200000.0,0.0
1624681800000.0,0.0
1624685400000.0,0.0
1624689000000.0,0.0
1624692600000.0,0.0
1624696200000.0,0.0
1624699800000.0,0.0
1624703400000.0,0.0
1624707000000.0,0.2
1624710600000.0,0.2
1624714200000.0,0.0
1624717800000.0,0.2
1624721400000.0,0.0
1624725000000.0,0.0
1624728600000.0,0.0
1624732200000.0,0.0
1624735800000.0,0.0
1624739400000.0,0.0
1624743000000.0,0.0
1624746600000.0,0.0
1624750200000.0,0.0
1624753800000.0,0.0
1624757400000.0,0.0
1624761000000.0,0.0
1624764600000.0,0.0
1624768200000.0,0.0
1624771800000.0,0.0
1624775400000.0,0.0
1624779000000.0,0.0
1624782600000.0,0.0
1624786200000.0,0.0
1624789800000.0,0.0
1624793400000.0,0.0
1624797000000.0,0.0
1624800600000.0,0.0
1624804200000.0,0.0
1624807800000.0,0.0
1624811400000.0,0.0
1624815000000.0,0.0
1624818600000.0,0.0
1624822200000.0,0.0
1624825800000.0,0.0
1624829400000.0,0.0
1624833000000.0,0.0
1624836600000.0,0.0
1624840200000.0,0.0
1624843800000.0,0.0
1624847400000.0,0.0
1624851000000.0,0.0
1624854600000.0,0.0
1624858200000.0,0.0
1624861800000.0,0.0
1624865400000.0,0.0
1624869000000.0,0.0
1624872600000.0,0.0
1624876200000.0,0.0
1624879800000.0,0.0
1624883400000.0,0.0
1624887000000.0,0.0
1624890600000.0,0.0
1624894200000.0,0.0
1624897800000.0,0.0
1624901400000.0,0.0
1624905000000.0,0.0
1624908600000.0,0.0
1624912200000.0,0.0
1624915800000.0,0.0
1624919400000.0,0.0
1624923000000.0,0.0
1624926600000.0,0.0
1624930200000.0,0.0
1624933800000.0,0.0
1624937400000.0,0.0
1624941000000.0,0.0
1624944600000.0,0.0
1624948200000.0,0.0
1624951800000.0,0.0
1624955400000.0,0.0
1624959000000.0,0.0
1624962600000.0,0.0
1624966200000.0,0.0
1624969800000.0,0.0
1624973400000.0,0.0
1624977000000.0,0.0
1624980600000.0,0.0
1624984200000.0,0.0
1624987800000.0,0.0
1624991400000.0,0.0
1624995000000.0,0.0
1624998600000.0,0.0
1625002200000.0,0.0
1625005800000.0,0.0
1625009400000.0,0.0
1625013000000.0,0.0
1625016600000.0,0.0
1625020200000.0,0.0
1625023800000.0,0.0
1625027400000.0,0.0
1625031000000.0,0.0
1625034600000.0,0.0
1625038200000.0,0.0
1625041800000.0,0.0
1625045400000.0,0.0
1625049000000.0,0.0
1625052600000.0,0.0
1625056200000.0,0.0
1625059800000.0,0.0
1625063400000.0,0.0
1625067000000.0,0.0
1625070600000.0,0.0
1625074200000.0,0.0
1625077800000.0,0.0
1625081400000.0,0.0
1625085000000.0,0.0
1625088600000.0,0.0
1625092200000.0,0.0
1625095800000.0,0.0
1625099400000.0,0.0
1625103000000.0,0.0
1625106600000.0,0.0
1625110200000.0,0.0
1625113800000.0,0.0
1625117400000.0,0.0
1625121000000.0,0.0
1625124600000.0,0.0
1625128200000.0,0.0
1625131800000.0,0.0
1625135400000.0,0.0
1625139000000.0,0.0
1625142600000.0,0.0
1625146200000.0,0.0
1625149800000.0,0.0
1625153400000.0,0.0
1625157000000.0,0.0
1625160600000.0,0.0
1625164200000.0,0.0
1625167800000.0,0.0
1625171400000.0,0.0
1625175000000.0,0.0
1625178600000.0,0.0
1625182200000.0,0.0
1625185800000.0,0.0
1625189400000.0,0.0
1625193000000.0,0.0
1625196600000.0,0.0
1625200200000.0,0.0
1625203800000.0,0.0
1625207400000.0,0.0
1625211000000.0,0.0
1625214600000.0,0.2
1625218200000.0,0.1
1625221800000.0,0.0
1625225400000.0,0.0
1625229000000.0,0.0
1625232600000.0,0.2
1625236200000.0,0.3
1625239800000.0,0.3
1625243400000.0,0.4
1625247000000.0,0.3
1625250600000.0,0.6
1625254200000.0,0.3
1625257800000.0,0.4
1625261400000.0,1.4
1625265000000.0,1.8
1625268600000.0,0.3
1625272200000.0,0.3
1625275800000.0,0.6
1625279400000.0,0.4
1625283000000.0,0.5
1625286600000.0,0.2
1625290200000.0,0.1
1625293800000.0,0.4
1625297400000.0,0.5
1625301000000.0,0.1
1625304600000.0,0.1
1625308200000.0,0.1
1625311800000.0,0.2
1625315400000.0,3.2
1625319000000.0,1.7
1625322600000.0,2.0
1625326200000.0,1.1
1625329800000.0,2.8
1625333400000.0,2.2
1625337000000.0,1.0
1625340600000.0,0.4
1625344200000.0,0.0
1625347800000.0,0.0
1625351400000.0,0.5
1625355000000.0,0.3
1625358600000.0,0.1
1625362200000.0,0.1
1625365800000.0,0.0
1625369400000.0,0.0
1625373000000.0,0.1
1625376600000.0,0.1
1625380200000.0,0.1
1625383800000.0,0.2
1625387400000.0,1.1
1625391000000.0,0.4
1625394600000.0,0.1
1625398200000.0,0.1
1625401800000.0,1.7
1625405400000.0,0.5
1625409000000.0,0.4
1625412600000.0,0.2
1625416200000.0,1.6
1625419800000.0,0.4
1625423400000.0,0.3
1625427000000.0,0.0
1625430600000.0,0.0
1625434200000.0,0.0
1625437800000.0,0.0
1625441400000.0,0.0
1625445000000.0,0.0
1625448600000.0,0.0
1625452200000.0,0.0
1625455800000.0,0.0
1625459400000.0,0.0
1625463000000.0,0.0
1625466600000.0,0.0
1625470200000.0,0.0
1625473800000.0,0.1
1625477400000.0,0.2
1625481000000.0,0.1
1625484600000.0,0.0
1625488200000.0,0.0
1625491800000.0,0.0
1625495400000.0,0.0
1625499000000.0,0.0
1625502600000.0,0.1
1625506200000.0,0.3
1625509800000.0,0.3
1625513400000.0,0.5
1625517000000.0,0.5
1625520600000.0,0.1
1625524200000.0,0.1
1625527800000.0,0.1
1625531400000.0,0.0
1625535000000.0,0.0
1625538600000.0,0.0
1625542200000.0,0.0
1625545800000.0,0.5
1625549400000.0,0.5
1625553000000.0,0.3
1625556600000.0,0.3
1625560200000.0,0.7
1625563800000.0,1.5
1625567400000.0,0.8
1625571000000.0,0.3
1625574600000.0,0.4
1625578200000.0,0.1
1625581800000.0,0.0
1625585400000.0,0.0
1625589000000.0,0.0
1625592600000.0,0.0
1625596200000.0,0.0
1625599800000.0,0.0
1625603400000.0,0.0
1625607000000.0,0.1
1625610600000.0,0.1
1625614200000.0,0.0
1625617800000.0,0.0
1625621400000.0,0.0
1625625000000.0,0.0
1625628600000.0,0.0
1625632200000.0,0.0
1625635800000.0,0.0
1625639400000.0,0.0
1625643000000.0,0.0
1625646600000.0,0.0
1625650200000.0,0.4
1625653800000.0,0.2
1625657400000.0,0.2
1625661000000.0,0.0
1625664600000.0,0.0
1625668200000.0,0.0
1625671800000.0,0.0
1625675400000.0,0.0
1625679000000.0,0.0
1625682600000.0,0.0
1625686200000.0,0.0
1625689800000.0,0.0
1625693400000.0,0.0
1625697000000.0,0.0
1625700600000.0,0.0
1625704200000.0,0.0
1625707800000.0,0.0
1625711400000.0,0.0
1625715000000.0,0.0
1625718600000.0,0.0
1625722200000.0,0.0
1625725800000.0,0.0
1625729400000.0,0.0
1625733000000.0,0.1
1625736600000.0,0.0
1625740200000.0,0.0
1625743800000.0,0.0
1625747400000.0,0.0
1625751000000.0,0.0
1625754600000.0,0.0
1625758200000.0,0.0
1625761800000.0,0.0
1625765400000.0,0.0
1625769000000.0,0.0
1625772600000.0,0.0
1625776200000.0,0.0
1625779800000.0,0.0
1625783400000.0,0.0
1625787000000.0,0.0
1625790600000.0,0.0
1625794200000.0,0.0
1625797800000.0,0.0
1625801400000.0,0.0
1625805000000.0,0.0
1625808600000.0,0.0
1625812200000.0,0.1
1625815800000.0,0.4
1625819400000.0,1.0
1625823000000.0,0.6
1625826600000.0,1.1
1625830200000.0,0.8
1625833800000.0,0.7
1625837400000.0,0.6
1625841000000.0,0.5
1625844600000.0,0.4
1625848200000.0,0.2
1625851800000.0,0.1
1625855400000.0,0.0
1625859000000.0,0.0
1625862600000.0,0.0
1625866200000.0,0.0
1625869800000.0,0.0
1625873400000.0,0.1
1625877000000.0,0.1
1625880600000.0,0.1
1625884200000.0,0.0
1625887800000.0,0.0
1625891400000.0,0.0
1625895000000.0,0.0
1625898600000.0,0.1
1625902200000.0,0.1
1625905800000.0,0.1
1625909400000.0,0.1
1625913000000.0,0.2
1625916600000.0,0.1
1625920200000.0,0.1
1625923800000.0,0.1
1625927400000.0,0.1
1625931000000.0,0.0
1625934600000.0,0.0
1625938200000.0,0.0
1625941800000.0,0.0
1625945400000.0,0.0
1625949000000.0,0.0
1625952600000.0,1.1
1625956200000.0,0.9
1625959800000.0,0.5
1625963400000.0,0.7
1625967000000.0,0.6
1625970600000.0,0.4
1625974200000.0,0.7
1625977800000.0,1.0
1625981400000.0,0.2
1625985000000.0,0.0
1625988600000.0,0.1
1625992200000.0,0.4
1625995800000.0,0.0
1625999400000.0,0.0
1626003000000.0,0.0
1626006600000.0,0.0
1626010200000.0,0.0
1626013800000.0,0.1
1626017400000.0,0.1
1626021000000.0,0.1
1626024600000.0,0.2
1626028200000.0,0.1
1626031800000.0,0.1
1626035400000.0,0.0
1626039000000.0,0.1
1626042600000.0,0.0
1626046200000.0,0.0
1626049800000.0,0.0
1626053400000.0,0.0
1626057000000.0,0.0
1626060600000.0,0.1
1626064200000.0,0.1
1626067800000.0,0.1
1626071400000.0,0.2
1626075000000.0,0.1
1626078600000.0,0.0
1626082200000.0,0.1
1626085800000.0,0.1
1626089400000.0,0.3
1626093000000.0,0.4
1626096600000.0,0.1
1626100200000.0,0.1
1626103800000.0,0.5
1626107400000.0,1.6
1626111000000.0,0.6
1626114600000.0,0.0
1626118200000.0,0.0
1626121800000.0,0.0
1626125400000.0,0.0
1626129000000.0,0.0
1626132600000.0,0.0
1626136200000.0,0.0
1626139800000.0,0.0
1626143400000.0,0.0
1626147000000.0,0.0
1626150600000.0,0.0
1626154200000.0,0.0
1626157800000.0,0.0
1626161400000.0,0.0
1626165000000.0,0.0
1626168600000.0,0.0
1626172200000.0,0.0
1626175800000.0,0.0
1626179400000.0,0.0
1626183000000.0,0.0
1626186600000.0,0.0
1626190200000.0,0.0
1626193800000.0,0.0
1626197400000.0,0.0
1626201000000.0,0.0
1626204600000.0,0.0
1626208200000.0,0.0
1626211800000.0,0.0
1626215400000.0,0.0
1626219000000.0,0.0
1626222600000.0,0.0
1626226200000.0,0.0
